Loc/Exp Rank	Ensembl	Gene Name	HPA Ab	Loc pvalue	Int pvalue.	Accuracy	Validation Marker	Loc rank
309	ENSG00000108848	LUC7L3	HPA020017	4.05E-01	3.00E-01	0.569	0	520
310	ENSG00000094916	CBX5	HPA016699	2.75E-01	2.39E-01	0.575	0	153
311	ENSG00000101624	CEP76	HPA039395	2.33E-01	2.24E-01	0.661	0	57
312	ENSG00000128191	DGCR8	HPA019965	2.70E-01	2.34E-01	0.533	0	129
313	ENSG00000076382	SPAG5	HPA022008	2.40E-01	2.22E-01	0.844	0	67
314	ENSG00000091483	FH	HPA027341	3.08E-01	2.46E-01	0.438	0	252
315	ENSG00000198668	CALM1	CAB018558	4.36E-01	3.12E-01	0.407	0	560
316	ENSG00000108588	CCDC47	HPA029674	3.65E-01	2.69E-01	0.518	0	423
317	ENSG00000164761	TNFRSF11B	HPA027013	3.62E-01	2.65E-01	0.447	0	414
318	ENSG00000186350	-	CAB004565	2.80E-01	2.27E-01	0.706	0	167
319	ENSG00000182149	KIAA0174	HPA041802	2.81E-01	2.26E-01	0.677	0	170
320	ENSG00000116096	SPR	HPA039505	3.54E-01	2.56E-01	0.558	0	386
321	ENSG00000185736	ADARB2	HPA031333	3.32E-01	2.46E-01	0.524	0	326
322	ENSG00000095059	DHPS	HPA014461	3.00E-01	2.33E-01	0.719	0	228
323	ENSG00000162571	TTLL10	HPA042712	3.01E-01	2.32E-01	0.587	0	229
324	ENSG00000075884	ARHGAP15	HPA032125	2.39E-01	2.10E-01	0.855	0	64
325	ENSG00000178381	ZFAND2A	HPA019469	4.78E-01	3.27E-01	0.635	0	601
326	ENSG00000168481	LGI3	HPA024826	3.41E-01	2.47E-01	0.651	0	351
327	ENSG00000130669	PAK4	CAB025747	3.67E-01	2.59E-01	0.615	0	425
328	ENSG00000053900	ANAPC4	HPA038395	6.62E-01	4.98E-01	0.405	0	623
329	ENSG00000176371	ZSCAN2	HPA024331	2.21E-01	1.99E-01	0.677	0	46
330	ENSG00000108518	PFN1	CAB037140	3.24E-01	2.34E-01	0.683	0	306
331	ENSG00000185798	WDR53	HPA019332	3.55E-01	2.47E-01	0.489	0	391
332	ENSG00000183643	C15orf32	HPA041898	2.34E-01	2.01E-01	0.72	0	58
333	ENSG00000138380	ALS2CR8	HPA034557	3.09E-01	2.26E-01	0.675	0	256
334	ENSG00000137497	NUMA1	HPA019841	4.42E-01	2.93E-01	0.335	0	571
335	ENSG00000018699	TTC27	HPA031246	3.34E-01	2.34E-01	0.519	0	333
336	ENSG00000144320	KIAA1715	HPA014205	4.34E-01	2.85E-01	0.599	0	555
337	ENSG00000164645	C7orf62	HPA024163	2.51E-01	2.01E-01	0.617	0	89
338	ENSG00000151725	MLF1IP	HPA022048	2.31E-01	1.94E-01	0.655	0	55
339	ENSG00000196591	HDAC2	CAB005054	4.59E-01	2.97E-01	0.457	0	589
340	ENSG00000001084	GCLC	HPA036360	2.10E-01	1.87E-01	0.702	0	34
341	ENSG00000165898	ISCA2	HPA030492	2.72E-01	2.05E-01	0.603	0	137
342	ENSG00000047932	GOPC	HPA019477	4.09E-01	2.66E-01	0.467	0	527
343	ENSG00000112367	FIG4	CAB017823	3.85E-01	2.51E-01	0.571	0	473
344	ENSG00000091732	ZC3HC1	HPA024023	4.43E-01	2.83E-01	0.593	0	573
345	ENSG00000099940	SNAP29	HPA031823	3.90E-01	2.52E-01	0.64	0	487
346	ENSG00000146755	TRIM50	HPA019862	3.10E-01	2.15E-01	0.675	0	259
347	ENSG00000122778	KIAA1549	HPA019560	3.39E-01	2.26E-01	0.373	0	347
348	ENSG00000205339	IPO7	HPA019002	3.56E-01	2.33E-01	0.517	0	392
349	ENSG00000105499	PLA2G4C	HPA043083	2.99E-01	2.08E-01	0.687	0	220
350	ENSG00000127884	ECHS1	HPA022476	2.20E-01	1.82E-01	0.629	0	45
351	ENSG00000159387	IRX6	HPA018332	2.73E-01	1.95E-01	0.691	0	143
352	ENSG00000122952	ZWINT	HPA022264	3.53E-01	2.26E-01	0.557	0	379
353	ENSG00000152234	ATP5A1	CAB013067	2.17E-01	1.77E-01	0.618	0	41
354	ENSG00000015676	NUDCD3	HPA019528	3.61E-01	2.28E-01	0.546	0	412
355	ENSG00000147403	RPL10	CAB010339	2.76E-01	1.93E-01	0.859	0	156
356	ENSG00000103264	FBXO31	HPA030150	2.86E-01	1.96E-01	0.621	0	187
357	ENSG00000154889	MPPE1	HPA012639	2.26E-01	1.77E-01	0.765	0	50
358	ENSG00000173540	GMPPB	HPA014657	3.16E-01	2.07E-01	0.532	0	277
359	ENSG00000075213	SEMA3A	HPA029447	3.89E-01	2.39E-01	0.65	0	486
360	ENSG00000131795	RBM8A	CAB012803	3.60E-01	2.23E-01	0.577	0	408
361	ENSG00000156735	BAG4	HPA018951	4.62E-01	2.78E-01	0.641	0	592
362	ENSG00000198824	ZNF828	HPA006623	2.51E-01	1.79E-01	0.583	0	90
363	ENSG00000004766	CCDC132	HPA026679	2.97E-01	1.93E-01	0.652	0	216
364	ENSG00000069956	MAPK6	CAB005184	3.23E-01	2.01E-01	0.479	0	302
365	ENSG00000172361	CCDC11	HPA040595	3.19E-01	1.97E-01	0.532	0	292
366	ENSG00000062650	WAPAL	HPA037875	3.24E-01	1.96E-01	0.623	0	305
367	ENSG00000070785	EIF2B3	HPA024213	3.38E-01	2.01E-01	0.566	0	343
368	ENSG00000065057	NTHL1	CAB025152	2.20E-01	1.59E-01	0.718	0	44
369	ENSG00000171853	TTC15	HPA034799	3.76E-01	2.16E-01	0.474	0	450
370	ENSG00000126653	NSRP1	HPA015593	2.61E-01	1.69E-01	0.58	0	110
371	ENSG00000132437	DDC	HPA017742	2.75E-01	1.73E-01	0.701	0	149
372	ENSG00000136280	CCM2	HPA020273	3.23E-01	1.90E-01	0.635	0	304
373	ENSG00000164587	RPS14	HPA018504	4.12E-01	2.29E-01	0.337	0	530
374	ENSG00000134684	YARS	HPA017936	3.11E-01	1.83E-01	0.756	0	263
375	ENSG00000151093	OXSM	HPA021300	2.06E-01	1.49E-01	0.619	0	31
376	ENSG00000170037	CNTROB	HPA023319	3.83E-01	2.10E-01	0.518	0	469
377	ENSG00000121957	GPSM2	HPA007327	2.92E-01	1.72E-01	0.679	0	197
378	ENSG00000101216	GMEB2	HPA009706	2.88E-01	1.66E-01	0.565	0	188
379	ENSG00000145555	MYO10	CAB015224	3.08E-01	1.73E-01	0.46	0	251
380	ENSG00000135940	COX5B	HPA034517	3.85E-01	2.05E-01	0.462	0	472
381	ENSG00000135506	OS9	CAB011518	3.26E-01	1.76E-01	0.508	0	311
382	ENSG00000171448	ZBTB26	HPA021444	2.02E-01	1.36E-01	0.771	0	27
383	ENSG00000127580	WDR24	HPA039506	1.55E-01	1.25E-01	0.782	0	2
384	ENSG00000136695	IL36RN	HPA034542	3.16E-01	1.69E-01	0.527	0	275
385	ENSG00000105953	OGDH	HPA020347	5.08E-01	2.71E-01	0.463	0	616
386	ENSG00000214357	NEURL1B	HPA037612	4.28E-01	2.21E-01	0.584	0	550
387	ENSG00000183048	SLC25A10	HPA023043	2.60E-01	1.49E-01	0.725	0	109
388	ENSG00000125971	DYNLRB1	CAB009845	3.64E-01	1.87E-01	0.659	0	419
389	ENSG00000100726	TELO2	HPA041348	3.79E-01	1.93E-01	0.617	0	458
390	ENSG00000213240	NOTCH2NL	CAB004669	4.26E-01	2.15E-01	0.501	0	547
391	ENSG00000182022	CHST15	HPA017584	2.86E-01	1.51E-01	0.738	0	186
392	ENSG00000179133	C10orf67	HPA038131	3.40E-01	1.71E-01	0.73	0	348
393	ENSG00000179562	GCC1	HPA021323	3.91E-01	1.93E-01	0.592	0	490
394	ENSG00000129219	PLD2	HPA013397	2.81E-01	1.48E-01	0.663	0	172
395	ENSG00000174442	ZWILCH	HPA039386	2.47E-01	1.37E-01	0.744	0	80
396	ENSG00000108883	EFTUD2	HPA022021	2.46E-01	1.35E-01	0.652	1	77
397	ENSG00000167766	ZNF83	HPA025970	3.98E-01	1.94E-01	0.405	0	506
398	ENSG00000167333	TRIM68	HPA023455	2.74E-01	1.43E-01	0.69	0	146
399	ENSG00000103642	LACTB	HPA036362	3.13E-01	1.56E-01	0.658	0	269
400	ENSG00000137266	SLC22A23	HPA014697	2.74E-01	1.41E-01	0.685	0	144
401	ENSG00000165410	CFL2	CAB037078	2.48E-01	1.34E-01	0.754	0	81
402	ENSG00000171817	ZNF540	HPA003444	5.20E-01	2.63E-01	0.463	0	621
403	ENSG00000170348	TMED10	CAB037251	3.02E-01	1.47E-01	0.463	0	230
404	ENSG00000125246	CLYBL	HPA040691	2.61E-01	1.32E-01	0.729	0	114
405	ENSG00000198231	DDX42	HPA025941	3.31E-01	1.55E-01	0.722	0	324
406	ENSG00000100065	CARD10	HPA029359	3.54E-01	1.61E-01	0.503	0	383
407	ENSG00000113269	RNF130	HPA014499	3.26E-01	1.50E-01	0.675	0	310
408	ENSG00000103528	SYT17	HPA040811	2.75E-01	1.31E-01	0.655	0	151
409	ENSG00000175756	AURKAIP1	HPA031821	4.43E-01	2.01E-01	0.445	0	574
410	ENSG00000121390	PSPC1	HPA038904	3.63E-01	1.61E-01	0.705	0	416
411	ENSG00000144746	ARL6IP5	CAB019321	2.91E-01	1.34E-01	0.603	0	193
412	ENSG00000052723	SIKE1	HPA024177	3.55E-01	1.57E-01	0.598	0	389
413	ENSG00000128285	MCHR1	HPA004149	3.94E-01	1.75E-01	0.722	0	501
414	ENSG00000185347	C14orf80	HPA039050	4.25E-01	1.89E-01	0.624	0	544
415	ENSG00000181234	TMEM132C	HPA015984	3.87E-01	1.69E-01	0.56	0	482
416	ENSG00000153207	AHCTF1	HPA031658	2.65E-01	1.21E-01	0.637	0	120
417	ENSG00000150593	PDCD4	HPA001032	4.68E-01	2.06E-01	0.594	0	594
418	ENSG00000104365	IKBKB	CAB004447	2.93E-01	1.25E-01	0.659	0	200
419	ENSG00000104331	IMPAD1	HPA009411	3.37E-01	1.40E-01	0.72	0	341
420	ENSG00000127554	GFER	HPA041227	4.50E-01	1.92E-01	0.595	0	578
421	ENSG00000135315	KIAA1009	HPA030173	3.86E-01	1.59E-01	0.696	0	481
422	ENSG00000140022	STON2	HPA003086	4.09E-01	1.70E-01	0.633	0	526
423	ENSG00000168913	ENHO	HPA042575	3.58E-01	1.45E-01	0.489	0	401
424	ENSG00000161939	C17orf49	HPA024457	4.51E-01	1.88E-01	0.36	0	579
425	ENSG00000090686	USP48	HPA030045	2.75E-01	1.12E-01	0.695	0	154
426	ENSG00000189266	PNRC2	HPA027820	4.40E-01	1.77E-01	0.531	0	568
427	ENSG00000151746	BICD1	HPA041309	3.57E-01	1.38E-01	0.685	0	393
428	ENSG00000135480	KRT7	HPA007272	2.38E-01	9.72E-02	0.655	0	62
429	ENSG00000186472	PCLO	HPA015858	2.39E-01	9.60E-02	0.59	0	65
430	ENSG00000198673	FAM19A2	CAB025543	3.41E-01	1.29E-01	0.503	0	353
431	ENSG00000076382	SPAG5	HPA022479	1.61E-01	7.79E-02	0.856	0	5
432	ENSG00000135298	BAI3	HPA015963	3.77E-01	1.43E-01	0.639	0	451
433	ENSG00000134001	EIF2S1	CAB011663	4.38E-01	1.71E-01	0.702	0	562
434	ENSG00000156261	CCT8	HPA018520	3.18E-01	1.18E-01	0.784	0	287
435	ENSG00000112246	SIM1	HPA024385	2.54E-01	9.62E-02	0.672	0	97
436	ENSG00000047230	CTPS2	HPA017437	2.58E-01	9.56E-02	0.698	0	103
437	ENSG00000006625	GGCT	HPA020735	2.14E-01	8.35E-02	0.652	0	38
438	ENSG00000048052	HDAC9	HPA028926	2.58E-01	9.41E-02	0.711	0	102
439	ENSG00000138336	TET1	CAB014886	4.26E-01	1.60E-01	0.457	0	545
440	ENSG00000162779	AXDND1	HPA039582	2.54E-01	9.12E-02	0.71	0	95
441	ENSG00000183571	PGPEP1L	HPA041781	4.21E-01	1.54E-01	0.499	0	538
442	ENSG00000107951	MTPAP	HPA038620	3.43E-01	1.18E-01	0.682	0	356
443	ENSG00000117174	-	HPA018132	3.86E-01	1.36E-01	0.469	0	477
444	ENSG00000168769	TET2	HPA043135	3.07E-01	1.04E-01	0.657	0	246
445	ENSG00000173726	TOMM20	HPA011562	2.93E-01	9.65E-02	0.566	0	201
446	ENSG00000197872	FAM49A	CAB017847	2.90E-01	9.43E-02	0.511	0	191
447	ENSG00000005801	ZNF195	HPA030605	3.60E-01	1.18E-01	0.563	0	410
448	ENSG00000111203	ITFG2	HPA038664	4.23E-01	1.46E-01	0.498	0	542
449	ENSG00000125257	ABCC4	CAB002751	2.49E-01	7.83E-02	0.36	0	83
450	ENSG00000104388	RAB2A	CAB018781	2.57E-01	7.66E-02	0.574	0	100
451	ENSG00000123700	KCNJ2	HPA029109	1.91E-01	6.00E-02	0.78	0	19
452	ENSG00000119283	TRIM67	HPA034776	3.73E-01	1.16E-01	0.536	0	444
453	ENSG00000213741	RPS29	HPA004107	2.06E-01	6.10E-02	0.569	0	33
454	ENSG00000163064	EN1	CAB014884	3.65E-01	1.07E-01	0.551	0	421
455	ENSG00000183020	AP2A2	CAB017514	2.61E-01	7.01E-02	0.608	0	112
456	ENSG00000049246	PER3	HPA019530	3.78E-01	1.11E-01	0.626	0	454
457	ENSG00000137713	PPP2R1B	CAB004034	3.31E-01	9.17E-02	0.623	0	325
458	ENSG00000171403	KRT9	HPA007261	2.68E-01	7.08E-02	0.668	0	127
459	ENSG00000118181	RPS25	HPA031801	2.92E-01	7.80E-02	0.528	0	199
460	ENSG00000112699	GMDS	HPA031528	3.05E-01	7.97E-02	0.523	0	243
461	ENSG00000086062	B4GALT1	HPA010807	2.91E-01	7.35E-02	0.611	0	192
462	ENSG00000085733	CTTN	CAB011235	2.54E-01	6.10E-02	0.631	0	94
463	ENSG00000162761	LMX1A	HPA030088	2.25E-01	5.24E-02	0.752	0	49
464	ENSG00000114331	ACAP2	HPA034808	2.89E-01	6.97E-02	0.582	0	190
465	ENSG00000116954	RRAGC	HPA018247	3.20E-01	7.98E-02	0.681	0	293
466	ENSG00000182154	MRPL41	HPA024550	1.50E-01	3.67E-02	0.917	0	1
467	ENSG00000137441	FGFBP2	HPA039180	1.99E-01	4.54E-02	0.743	0	24
468	ENSG00000149575	SCN2B	HPA012585	1.70E-01	3.97E-02	0.694	0	7
469	ENSG00000197353	LYPD2	HPA028599	2.94E-01	6.85E-02	0.68	0	202
470	ENSG00000130695	CEP85	HPA028252	2.11E-01	4.55E-02	0.587	0	35
471	ENSG00000160233	LRRC3	HPA017975	5.06E-01	1.63E-01	0.707	0	614
472	ENSG00000110925	CSRNP2	HPA018503	3.09E-01	7.06E-02	0.663	0	253
473	ENSG00000162298	SYVN1	HPA005480	2.03E-01	4.18E-02	0.628	0	28
474	ENSG00000203797	DDO	HPA037526	2.49E-01	5.26E-02	0.851	0	84
475	ENSG00000143514	TP53BP2	HPA021603	2.15E-01	4.40E-02	0.734	0	39
476	ENSG00000140265	ZSCAN29	HPA007241	3.75E-01	9.34E-02	0.694	0	449
477	ENSG00000144152	FBLN7	HPA034992	5.05E-01	1.58E-01	0.415	0	612
478	ENSG00000112210	RAB23	HPA029135	1.99E-01	3.84E-02	0.752	0	25
479	ENSG00000184708	EIF4ENIF1	HPA001619	3.11E-01	6.79E-02	0.595	0	265
480	ENSG00000173662	TAS1R1	HPA034580	3.50E-01	8.14E-02	0.567	0	372
481	ENSG00000080503	SMARCA2	HPA029981	3.98E-01	1.01E-01	0.506	0	510
482	ENSG00000047410	TPR	HPA024336	2.70E-01	5.40E-02	0.72	0	131
483	ENSG00000110321	EIF4G2	HPA016965	2.99E-01	6.18E-02	0.624	0	219
484	ENSG00000104695	PPP2CB	CAB018600	3.11E-01	6.56E-02	0.486	0	264
485	ENSG00000149292	TTC12	HPA038543	3.39E-01	7.43E-02	0.607	0	345
486	ENSG00000120733	KDM3B	HPA016610	4.27E-01	1.11E-01	0.418	0	548
487	ENSG00000144744	UBA3	HPA034873	3.02E-01	6.10E-02	0.786	0	231
488	ENSG00000146477	SLC22A3	HPA029750	3.02E-01	6.10E-02	0.889	0	233
489	ENSG00000114331	ACAP2	HPA034807	3.34E-01	6.99E-02	0.489	0	332
490	ENSG00000006453	AC093799.1	HPA021257	2.95E-01	5.39E-02	0.547	0	206
491	ENSG00000087470	DNM1L	CAB009952	3.28E-01	6.42E-02	0.558	0	316
492	ENSG00000116833	NR5A2	HPA017067	2.51E-01	4.05E-02	0.632	0	87
493	ENSG00000177425	PAWR	HPA012640	2.97E-01	4.91E-02	0.595	0	218
494	ENSG00000138785	INTS12	HPA035772	3.80E-01	7.76E-02	0.513	0	461
495	ENSG00000017260	ATP2C1	HPA035116	2.29E-01	2.77E-02	0.567	0	53
496	ENSG00000125533	BHLHE23	HPA030575	1.60E-01	1.25E-02	0.802	0	4
497	ENSG00000100242	-	HPA001209	2.94E-01	4.35E-02	0.814	0	203
498	ENSG00000146409	C6orf192	HPA029747	2.01E-01	1.91E-02	0.792	0	26
499	ENSG00000180891	CUEDC1	HPA023050	2.67E-01	3.40E-02	0.757	0	121
500	ENSG00000090581	GNPTG	HPA004055	3.86E-01	7.50E-02	0.59	0	475
501	ENSG00000131389	SLC6A6	HPA016488	2.38E-01	2.61E-02	0.76	0	63
502	ENSG00000206418	RAB12	HPA040727	3.67E-01	6.65E-02	0.469	0	426
503	ENSG00000143761	ARF1	CAB007742	2.15E-01	1.90E-02	0.839	0	40
504	ENSG00000189319	FAM53B	HPA037752	1.57E-01	7.55E-03	0.769	0	3
505	ENSG00000134248	HBXIP	HPA006812	2.05E-01	1.57E-02	0.866	0	29
506	ENSG00000141522	ARHGDIA	CAB010005	3.11E-01	4.35E-02	0.714	0	261
507	ENSG00000187764	SEMA4D	HPA015662	1.76E-01	7.73E-03	0.868	0	10
508	ENSG00000125246	CLYBL	HPA039959	2.73E-01	2.80E-02	0.648	0	140
509	ENSG00000130787	HIP1R	CAB017187	3.13E-01	4.01E-02	0.501	0	267
510	ENSG00000170153	RNF150	HPA037987	3.63E-01	5.74E-02	0.626	0	417
511	ENSG00000127054	CPSF3L	HPA028379	3.85E-01	6.57E-02	0.571	0	474
512	ENSG00000133393	FOPNL	HPA040599	2.48E-01	1.98E-02	0.705	0	82
513	ENSG00000167513	CDT1	HPA017224	3.09E-01	3.70E-02	0.5	0	254
514	ENSG00000100836	PABPN1	HPA000637	3.02E-01	3.46E-02	0.627	0	238
515	ENSG00000155660	PDIA4	CAB017368	2.83E-01	2.81E-02	0.608	0	173
516	ENSG00000126858	RHOT1	HPA010687	3.98E-01	6.92E-02	0.548	0	508
517	ENSG00000154099	DNAAF1	HPA041166	1.74E-01	2.49E-03	0.819	0	9
518	ENSG00000206562	METTL6	HPA035166	1.82E-01	3.58E-03	0.845	0	15
519	ENSG00000135387	CAPRIN1	HPA018126	2.54E-01	1.94E-02	0.835	0	96
520	ENSG00000111218	PRMT8	HPA039747	3.60E-01	5.24E-02	0.459	0	407
521	ENSG00000136875	PRPF4	HPA021794	2.85E-01	2.74E-02	0.697	0	178
522	ENSG00000107745	MICU1	HPA037480	3.08E-01	3.35E-02	0.616	0	249
523	ENSG00000221926	TRIM16	HPA023623	1.72E-01	1.05E-04	0.883	0	8
524	ENSG00000111845	PAK1IP1	HPA030112	2.85E-01	2.62E-02	0.579	0	182
525	ENSG00000166747	AP1G1	CAB009049	1.78E-01	1.67E-09	0.583	0	13
526	ENSG00000104907	TRMT1	HPA041130	2.41E-01	1.18E-02	0.743	0	69
527	ENSG00000089902	RCOR1	CAB001956	2.37E-01	9.63E-03	0.567	0	59
528	ENSG00000164045	CDC25A	HPA005855	1.94E-01	2.47E-06	0.71	0	20
529	ENSG00000105821	DNAJC2	HPA020454	2.99E-01	2.55E-02	0.741	0	223
530	ENSG00000185860	C1orf110	HPA028579	4.57E-01	8.89E-02	0.522	0	588
531	ENSG00000188895	MSL1	HPA022800	2.71E-01	1.71E-02	0.706	0	132
532	ENSG00000166140	ZFYVE19	HPA040283	3.02E-01	2.60E-02	0.626	0	237
533	ENSG00000115977	AAK1	HPA020289	2.41E-01	8.82E-03	0.693	0	70
534	ENSG00000151917	BEND6	HPA031605	3.54E-01	4.29E-02	0.658	0	384
535	ENSG00000115392	FANCL	CAB033842	4.07E-01	6.43E-02	0.602	0	523
536	ENSG00000162300	ZFPL1	HPA014909	2.78E-01	1.78E-02	0.71	0	164
537	ENSG00000169710	-	CAB015417	2.73E-01	1.62E-02	0.692	0	139
538	ENSG00000180773	SLC36A4	HPA017887	2.18E-01	1.77E-03	0.713	0	42
539	ENSG00000136819	C9orf78	HPA021216	2.19E-01	5.07E-04	0.688	0	43
540	ENSG00000184221	-	CAB025474	2.68E-01	1.21E-02	0.68	0	124
541	ENSG00000104824	HNRNPL	CAB016326	4.36E-01	7.37E-02	0.59	0	559
542	ENSG00000170852	KBTBD2	HPA021133	2.96E-01	1.94E-02	0.549	0	210
543	ENSG00000149182	ARFGAP2	HPA016649	2.22E-01	4.15E-06	0.601	0	47
544	ENSG00000052723	SIKE1	HPA025726	2.57E-01	8.51E-03	0.637	0	101
545	ENSG00000173726	TOMM20	CAB005585	2.24E-01	1.14E-04	0.604	0	48
546	ENSG00000135248	FAM71F1	HPA020636	2.61E-01	9.11E-03	0.628	0	111
547	ENSG00000106682	EIF4H	HPA030542	2.39E-01	1.92E-03	0.788	0	66
548	ENSG00000065548	ZC3H15	HPA031101	4.53E-01	7.89E-02	0.444	0	581
549	ENSG00000100030	MAPK1	HPA005700	3.29E-01	2.60E-02	0.538	0	319
550	ENSG00000180817	PPA1	HPA019878	3.32E-01	2.67E-02	0.517	0	327
551	ENSG00000150540	HNMT	HPA035481	2.97E-01	1.51E-02	0.607	0	214
552	ENSG00000154645	CHODL	HPA017282	3.07E-01	1.80E-02	0.683	0	244
553	ENSG00000198589	LRBA	HPA019366	3.16E-01	2.10E-02	0.704	0	282
554	ENSG00000100319	ZMAT5	HPA004858	2.96E-01	1.44E-02	0.59	0	211
555	ENSG00000135766	EGLN1	HPA022129	2.85E-01	1.11E-02	0.682	0	183
556	ENSG00000135241	PNPLA8	HPA020083	3.87E-01	4.63E-02	0.632	0	484
557	ENSG00000169718	DUS1L	HPA023384	2.58E-01	3.25E-03	0.671	0	104
558	ENSG00000158828	PINK1	CAB026191	2.85E-01	9.63E-03	0.706	0	180
559	ENSG00000123349	PFDN5	HPA008587	2.49E-01	2.21E-05	0.465	0	86
560	ENSG00000109321	AREG	HPA008720	2.51E-01	5.74E-06	0.64	0	88
561	ENSG00000005893	LAMP2	CAB005272	2.59E-01	1.92E-03	0.602	0	105
562	ENSG00000244038	DDOST	CAB009746	2.53E-01	1.66E-04	0.746	0	91
563	ENSG00000177409	SAMD9L	HPA019488	3.26E-01	2.14E-02	0.575	0	312
564	ENSG00000090554	FLT3LG	HPA017313	2.57E-01	4.98E-04	0.771	0	98
565	ENSG00000158987	RAPGEF6	HPA037982	3.50E-01	2.91E-02	0.561	0	371
566	ENSG00000137558	PI15	HPA030057	2.63E-01	1.53E-04	0.756	0	117
567	ENSG00000102760	C13orf15	HPA035638	2.62E-01	6.08E-06	0.413	0	116
568	ENSG00000136636	KCTD3	HPA015142	3.47E-01	2.60E-02	0.599	0	363
569	ENSG00000139697	SBNO1	HPA042388	2.74E-01	2.85E-03	0.608	0	145
570	ENSG00000101782	RIOK3	HPA024184	2.63E-01	3.93E-06	0.837	0	118
571	ENSG00000011275	RNF216	HPA021123	3.39E-01	2.27E-02	0.665	0	346
572	ENSG00000183048	SLC25A10	HPA022853	2.77E-01	3.10E-03	0.711	0	161
573	ENSG00000155906	RMND1	HPA031399	4.54E-01	6.99E-02	0.431	0	583
574	ENSG00000214253	FIS1	HPA017430	3.14E-01	1.35E-02	0.603	0	272
575	ENSG00000167014	C15orf43	HPA041941	3.08E-01	1.06E-02	0.686	0	248
576	ENSG00000009694	ODZ1	HPA002848	2.73E-01	1.55E-04	0.657	0	142
577	ENSG00000137601	NEK1	HPA020873	3.09E-01	1.05E-02	0.742	0	255
578	ENSG00000111540	RAB5B	CAB010224	3.14E-01	9.38E-03	0.533	0	270
579	ENSG00000171517	LPAR3	HPA013421	2.99E-01	3.36E-03	0.471	0	222
580	ENSG00000138073	PREB	HPA013582	2.92E-01	1.12E-03	0.472	0	198
581	ENSG00000136463	TACO1	HPA024294	2.91E-01	7.60E-06	0.333	0	196
582	ENSG00000167767	KRT80	HPA040782	3.79E-01	2.86E-02	0.634	0	456
583	ENSG00000108344	PSMD3	CAB017038	2.95E-01	1.67E-09	0.564	1	207
584	ENSG00000120694	HSPH1	CAB002060	3.02E-01	1.93E-03	0.684	0	236
585	ENSG00000186197	EDARADD	HPA018836	3.86E-01	2.96E-02	0.566	0	476
586	ENSG00000110107	PRPF19	CAB012448	3.05E-01	1.02E-03	0.72	0	242
587	ENSG00000164022	AIMP1	CAB017618	3.47E-01	1.42E-02	0.633	0	365
588	ENSG00000136108	CKAP2	HPA027821	3.36E-01	8.45E-03	0.554	1	337
589	ENSG00000106683	LIMK1	HPA028516	3.20E-01	2.93E-03	0.543	0	295
590	ENSG00000168517	HEXIM2	HPA028455	3.35E-01	7.81E-03	0.627	0	336
591	ENSG00000170759	KIF5B	CAB009846	3.19E-01	1.54E-03	0.58	0	290
592	ENSG00000103479	RBL2	HPA019703	3.15E-01	8.04E-07	0.663	0	274
593	ENSG00000111341	MGP	HPA013949	3.31E-01	4.55E-03	0.564	0	321
594	ENSG00000178209	PLEC	HPA025967	3.17E-01	1.67E-09	0.635	0	285
595	ENSG00000177885	GRB2	CAB002589	3.25E-01	3.97E-06	0.578	0	309
596	ENSG00000144827	ABHD10	HPA036992	3.34E-01	2.95E-03	0.771	0	334
597	ENSG00000115947	ORC4	CAB015124	3.55E-01	9.27E-03	0.583	0	388
598	ENSG00000104325	DECR1	HPA023238	3.71E-01	1.46E-02	0.433	0	438
599	ENSG00000138095	LRPPRC	HPA036408	3.54E-01	5.84E-03	0.564	0	385
600	ENSG00000179085	DPM3	HPA014667	3.41E-01	8.28E-04	0.49	0	352
601	ENSG00000106346	USP42	HPA006752	3.40E-01	9.60E-05	0.504	0	349
602	ENSG00000060339	CCAR1	HPA007856	3.80E-01	1.41E-02	0.534	0	460
603	ENSG00000142507	PSMB6	HPA023312	4.01E-01	1.87E-02	0.635	0	514
604	ENSG00000124333	VAMP7	HPA036733	3.55E-01	1.13E-03	0.487	0	390
605	ENSG00000103194	USP10	HPA006731	3.82E-01	9.13E-03	0.658	0	467
606	ENSG00000179562	GCC1	HPA019369	3.68E-01	1.23E-03	0.789	0	428
607	ENSG00000198818	SFT2D1	HPA014677	4.26E-01	2.28E-02	0.445	0	546
608	ENSG00000124570	SERPINB6	HPA009668	3.94E-01	9.32E-03	0.388	0	502
609	ENSG00000107581	EIF3A	HPA038316	3.75E-01	1.44E-03	0.663	0	447
610	ENSG00000146374	RSPO3	HPA029957	3.82E-01	3.74E-03	0.757	0	464
611	ENSG00000185219	ZNF445	HPA006678	4.14E-01	1.53E-02	0.529	0	532
612	ENSG00000012048	BRCA1	HPA034966	3.82E-01	2.06E-03	0.511	0	465
613	ENSG00000138073	PREB	HPA014133	3.83E-01	1.40E-07	0.824	0	468
614	ENSG00000182732	RGS6	HPA003067	3.90E-01	1.56E-04	0.735	0	488
615	ENSG00000109083	IFT20	HPA021376	3.92E-01	1.59E-04	0.554	0	493
616	ENSG00000132694	ARHGEF11	HPA012037	3.97E-01	4.03E-04	0.618	0	505
617	ENSG00000112624	KIAA0240	HPA029390	5.15E-01	4.48E-02	0.279	0	620
618	ENSG00000164930	FZD6	HPA017991	4.39E-01	2.24E-03	0.494	0	566
