Loc/Exp Rank	Ensembl	Gene Name	HPA Ab	Loc pvalue	Int pvalue.	Accuracy	Validation Marker	Loc rank
310	ENSG00000164144	ARFIP1	CAB005080	5.01E-01	4.11E-01	0.622	0	393
311	ENSG00000103035	PSMD7	CAB019379	3.33E-01	3.00E-01	0.684	0	208
312	ENSG00000070785	EIF2B3	HPA024218	3.00E-01	2.84E-01	0.567	0	132
313	ENSG00000173230	GOLGB1	HPA011008	6.29E-01	5.43E-01	0.552	0	414
314	ENSG00000119283	TRIM67	HPA034776	2.31E-01	2.52E-01	0.715	0	37
315	ENSG00000168405	CMAHP	CAB020711	3.40E-01	2.93E-01	0.708	0	220
316	ENSG00000111490	TBC1D30	HPA040043	3.16E-01	2.78E-01	0.679	0	165
317	ENSG00000196199	MPHOSPH8	HPA039701	3.85E-01	3.03E-01	0.622	0	294
318	ENSG00000181072	CHRM2	CAB022338	3.66E-01	2.91E-01	0.519	0	262
319	ENSG00000079387	SENP1	HPA011765	3.41E-01	2.78E-01	0.536	0	221
320	ENSG00000170606	HSPA4	CAB025529	3.69E-01	2.91E-01	0.607	0	268
321	ENSG00000196510	ANAPC7	CAB009567	3.39E-01	2.75E-01	0.489	0	218
322	ENSG00000124226	RNF114	HPA021184	3.93E-01	3.02E-01	0.718	0	307
323	ENSG00000128383	APOBEC3A	HPA043237	3.61E-01	2.84E-01	0.642	0	251
324	ENSG00000132589	FLOT2	CAB004395	3.21E-01	2.64E-01	0.687	0	178
325	ENSG00000075785	RAB7A	HPA006964	4.59E-01	3.34E-01	0.646	0	371
326	ENSG00000165813	C10orf118	HPA018019	3.35E-01	2.61E-01	0.581	0	210
327	ENSG00000173230	GOLGB1	HPA011555	4.67E-01	3.35E-01	0.482	0	375
328	ENSG00000070404	FSTL3	CAB024899	4.25E-01	3.04E-01	0.667	0	347
329	ENSG00000039068	-	HPA004812	3.46E-01	2.58E-01	0.579	0	232
330	ENSG00000092199	HNRNPC	CAB005223	3.47E-01	2.57E-01	0.663	0	235
331	ENSG00000102103	PQBP1	HPA001880	5.08E-01	3.55E-01	0.432	0	395
332	ENSG00000089063	C20orf30	HPA009078	4.18E-01	2.91E-01	0.569	0	341
333	ENSG00000165724	ZMYND19	HPA020642	4.17E-01	2.89E-01	0.535	0	339
334	ENSG00000136450	SRSF1	CAB013073	3.24E-01	2.39E-01	0.649	0	186
335	ENSG00000140497	SCAMP2	HPA014699	7.30E-01	6.10E-01	0.359	0	415
336	ENSG00000101665	SMAD7	CAB026212	1.88E-01	1.91E-01	0.842	0	13
337	ENSG00000168036	CTNNB1	HPA029159	1.69E-01	1.85E-01	0.661	0	7
338	ENSG00000167513	CDT1	HPA017224	3.95E-01	2.65E-01	0.6	0	309
339	ENSG00000179761	PIPOX	HPA015567	3.66E-01	2.45E-01	0.658	0	263
340	ENSG00000160803	UBQLN4	HPA027920	2.58E-01	2.00E-01	0.843	0	63
341	ENSG00000196504	PRPF40A	HPA038273	2.23E-01	1.85E-01	0.701	1	33
342	ENSG00000066455	GOLGA5	HPA000992	3.56E-01	2.31E-01	0.617	0	244
343	ENSG00000147677	EIF3H	HPA023117	4.47E-01	2.76E-01	0.541	0	364
344	ENSG00000156050	FAM161B	HPA019125	5.02E-01	3.07E-01	0.549	0	394
345	ENSG00000124942	AHNAK	HPA019070	2.93E-01	1.92E-01	0.667	0	118
346	ENSG00000147133	TAF1	CAB016283	3.81E-01	2.29E-01	0.494	0	284
347	ENSG00000174844	DNAH12	HPA037493	2.74E-01	1.82E-01	0.591	0	81
348	ENSG00000134982	APC	HPA013349	2.21E-01	1.63E-01	0.819	0	28
349	ENSG00000140740	UQCRC2	HPA019146	4.35E-01	2.43E-01	0.66	0	357
350	ENSG00000112984	KIF20A	HPA036910	2.93E-01	1.74E-01	0.568	0	119
351	ENSG00000116161	CACYBP	HPA025753	3.06E-01	1.78E-01	0.641	0	147
352	ENSG00000143614	GATAD2B	HPA017015	3.08E-01	1.78E-01	0.522	0	150
353	ENSG00000186834	HEXIM1	HPA008926	3.65E-01	2.00E-01	0.597	0	260
354	ENSG00000079308	TNS1	CAB018774	3.32E-01	1.82E-01	0.585	0	205
355	ENSG00000106636	YKT6	HPA030817	5.40E-01	3.01E-01	0.685	0	408
356	ENSG00000109062	SLC9A3R1	CAB001962	1.49E-01	1.30E-01	0.709	0	4
357	ENSG00000147548	WHSC1L1	HPA018893	3.25E-01	1.79E-01	0.791	0	191
358	ENSG00000224975	INE1	HPA003212	5.00E-01	2.70E-01	0.446	0	392
359	ENSG00000101542	CDH20	HPA015490	3.05E-01	1.63E-01	0.603	0	144
360	ENSG00000102225	CDK16	HPA001366	2.46E-01	1.44E-01	0.634	0	44
361	ENSG00000047056	WDR37	HPA037376	2.03E-01	1.32E-01	0.776	0	22
362	ENSG00000184634	MED12	HPA003184	4.29E-01	2.16E-01	0.542	0	352
363	ENSG00000106078	COBL	HPA019033	5.14E-01	2.65E-01	0.491	0	398
364	ENSG00000163697	APBB2	HPA023542	3.26E-01	1.54E-01	0.715	0	193
365	ENSG00000003402	CFLAR	CAB025216	4.09E-01	1.83E-01	0.561	0	331
366	ENSG00000137574	TGS1	HPA025024	4.32E-01	1.92E-01	0.55	0	354
367	ENSG00000096384	HSP90AB1	CAB005230	4.05E-01	1.75E-01	0.495	0	324
368	ENSG00000006453	AC093799.1	HPA029503	2.83E-01	1.13E-01	0.619	0	97
369	ENSG00000197956	S100A6	CAB040549	1.21E-01	7.29E-02	0.853	0	1
370	ENSG00000169021	UQCRFS1	HPA041863	3.21E-01	1.17E-01	0.638	0	174
371	ENSG00000115053	NCL	HPA023981	4.29E-01	1.61E-01	0.597	0	351
372	ENSG00000182511	FES	HPA001376	3.56E-01	1.18E-01	0.752	0	243
373	ENSG00000179833	SERTAD2	HPA019021	3.52E-01	1.16E-01	0.555	0	241
374	ENSG00000100325	ASCC2	HPA001439	2.26E-01	7.15E-02	0.648	0	34
375	ENSG00000117308	GALE	HPA007340	2.72E-01	8.37E-02	0.643	0	80
376	ENSG00000170037	CNTROB	HPA023319	2.64E-01	8.09E-02	0.689	0	71
377	ENSG00000146904	EPHA1	CAB026144	3.43E-01	1.07E-01	0.556	0	226
378	ENSG00000155959	VBP1	HPA023230	2.90E-01	8.71E-02	0.563	0	108
379	ENSG00000134452	FBXO18	HPA002844	2.53E-01	7.56E-02	0.73	0	56
380	ENSG00000065526	SPEN	HPA015825	3.69E-01	1.11E-01	0.688	1	267
381	ENSG00000010256	UQCRC1	HPA003525	2.53E-01	6.92E-02	0.695	0	55
382	ENSG00000180855	ZNF443	HPA003150	4.24E-01	1.32E-01	0.488	0	346
383	ENSG00000115902	SLC1A4	CAB002757	2.97E-01	7.94E-02	0.522	0	128
384	ENSG00000167004	PDIA3	HPA002645	3.02E-01	7.97E-02	0.549	0	136
385	ENSG00000148737	TCF7L2	CAB013535	3.73E-01	9.91E-02	0.587	0	275
386	ENSG00000162496	DHRS3	HPA010844	3.05E-01	7.11E-02	0.565	0	146
387	ENSG00000232040	SCAND3	HPA007246	2.92E-01	6.61E-02	0.697	0	115
388	ENSG00000018189	RUFY3	HPA022970	3.50E-01	8.27E-02	0.705	0	238
389	ENSG00000123561	SERPINA7	HPA002803	2.29E-01	4.51E-02	0.605	0	36
390	ENSG00000005893	LAMP2	CAB005272	3.93E-01	9.81E-02	0.615	0	304
391	ENSG00000214253	FIS1	HPA017430	4.02E-01	1.01E-01	0.467	0	321
392	ENSG00000106105	GARS	HPA019097	5.13E-01	1.58E-01	0.586	0	397
393	ENSG00000152234	ATP5A1	CAB013067	3.00E-01	5.57E-02	0.743	0	131
394	ENSG00000204231	RXRB	CAB002003	4.27E-01	9.87E-02	0.471	0	348
395	ENSG00000232671	RP11-126K1.2	HPA026741	2.70E-01	3.84E-02	0.549	0	78
396	ENSG00000111218	PRMT8	HPA039747	2.68E-01	3.46E-02	0.753	0	77
397	ENSG00000049246	PER3	HPA019530	5.27E-01	1.35E-01	0.479	0	405
398	ENSG00000197448	GSTK1	HPA022904	2.58E-01	1.34E-02	0.719	0	62
399	ENSG00000170037	CNTROB	HPA023321	3.71E-01	4.80E-02	0.741	0	269
400	ENSG00000138069	RAB1A	CAB005331	3.62E-01	4.32E-02	0.469	0	254
401	ENSG00000160679	CHTOP	HPA028647	2.81E-01	8.90E-03	0.651	0	88
402	ENSG00000120694	HSPH1	CAB002060	2.56E-01	2.59E-05	0.662	0	61
403	ENSG00000091542	ALKBH5	HPA007196	3.11E-01	1.26E-02	0.788	0	152
404	ENSG00000054118	THRAP3	HPA012041	3.25E-01	1.38E-02	0.641	0	189
405	ENSG00000218328	C1orf196	HPA037610	2.96E-01	3.11E-03	0.699	0	125
406	ENSG00000187516	CXorf27	HPA003356	3.01E-01	5.71E-04	0.743	0	135
407	ENSG00000071626	DAZAP1	HPA004631	3.03E-01	5.66E-10	0.536	0	139
408	ENSG00000107282	APBA1	CAB009338	4.70E-01	5.99E-02	0.484	0	377
409	ENSG00000204435	CSNK2B	CAB004349	3.28E-01	1.03E-03	0.628	0	195
410	ENSG00000165732	DDX21	HPA036592	3.29E-01	1.31E-08	0.656	0	198
411	ENSG00000149311	ATM	CAB000102	3.57E-01	5.66E-10	0.533	0	246
412	ENSG00000155980	KIF5A	HPA004469	3.58E-01	1.56E-05	0.446	0	247
413	ENSG00000143079	CTTNBP2NL	HPA007301	3.90E-01	4.31E-03	0.743	0	300
414	ENSG00000100354	TNRC6B	HPA003180	4.76E-01	1.79E-02	0.618	0	382
415	ENSG00000197746	PSAP	HPA004426	5.21E-01	3.72E-02	0.368	0	402
