Loc/Exp Rank	Ensembl	Gene Name	HPA Ab	Loc pvalue	Int pvalue.	Accuracy	Validation Marker	Loc rank
310	ENSG00000172590	MRPL52	HPA012319	3.58E-01	4.33E-01	0.642	0	324
311	ENSG00000130713	EXOSC2	HPA021790	6.01E-01	6.99E-01	0.524	0	593
312	ENSG00000144136	SLC20A1	CAB019279	4.06E-01	4.64E-01	0.509	0	439
313	ENSG00000154265	ABCA5	HPA022032	4.94E-01	5.41E-01	0.41	0	554
314	ENSG00000130517	PGPEP1	HPA035368	4.71E-01	5.15E-01	0.468	0	527
315	ENSG00000006756	ARSD	HPA004694	3.06E-01	3.96E-01	0.527	0	195
316	ENSG00000112715	VEGFA	CAB005429	3.72E-01	4.33E-01	0.515	0	357
317	ENSG00000103351	CLUAP1	HPA036976	2.93E-01	3.84E-01	0.515	0	165
318	ENSG00000239900	ADSL	CAB019285	2.39E-01	3.60E-01	0.69	0	66
319	ENSG00000162779	AXDND1	HPA039582	3.15E-01	3.93E-01	0.537	0	219
320	ENSG00000108848	LUC7L3	HPA020017	2.88E-01	3.80E-01	0.589	0	149
321	ENSG00000129084	PSMA1	HPA037646	3.17E-01	3.91E-01	0.554	0	229
322	ENSG00000173120	KDM2A	CAB012272	3.32E-01	3.98E-01	0.59	0	264
323	ENSG00000157538	DSCR3	HPA023288	2.96E-01	3.77E-01	0.605	0	171
324	ENSG00000152291	TGOLN2	HPA012723	3.33E-01	3.96E-01	0.527	0	272
325	ENSG00000178741	COX5A	HPA027526	3.23E-01	3.90E-01	0.541	0	243
326	ENSG00000123983	ACSL3	HPA011315	2.58E-01	3.59E-01	0.59	0	99
327	ENSG00000133835	HSD17B4	HPA021479	3.97E-01	4.30E-01	0.577	0	420
328	ENSG00000123240	OPTN	CAB019303	4.34E-01	4.57E-01	0.741	0	478
329	ENSG00000167004	PDIA3	HPA002645	4.52E-01	4.70E-01	0.596	0	502
330	ENSG00000125753	VASP	CAB004612	3.95E-01	4.27E-01	0.548	0	418
331	ENSG00000144566	RAB5A	CAB004567	2.14E-01	3.34E-01	0.795	0	42
332	ENSG00000100348	TXN2	HPA000994	3.46E-01	3.91E-01	0.698	0	299
333	ENSG00000144306	SCRN3	HPA034690	3.40E-01	3.86E-01	0.61	0	290
334	ENSG00000159111	MRPL10	HPA021234	3.76E-01	4.03E-01	0.571	0	367
335	ENSG00000186350	-	CAB004565	3.05E-01	3.63E-01	0.733	0	190
336	ENSG00000089063	C20orf30	HPA009078	3.91E-01	4.12E-01	0.666	0	405
337	ENSG00000147123	NDUFB11	HPA030367	4.71E-01	4.73E-01	0.362	0	528
338	ENSG00000090554	FLT3LG	HPA017313	3.93E-01	4.11E-01	0.551	0	408
339	ENSG00000181163	NPM1	CAB012983	2.39E-01	3.33E-01	0.742	0	67
340	ENSG00000139350	NEDD1	HPA038591	3.28E-01	3.71E-01	0.622	0	249
341	ENSG00000170854	MINA	HPA008080	3.62E-01	3.90E-01	0.632	0	335
342	ENSG00000173546	CSPG4	HPA002951	2.42E-01	3.32E-01	0.566	0	71
343	ENSG00000180190	C8orf42	HPA008462	4.91E-01	4.85E-01	0.663	0	548
344	ENSG00000244038	DDOST	CAB009746	5.21E-01	5.14E-01	0.487	0	569
345	ENSG00000243649	CFB	HPA001832	4.00E-01	4.10E-01	0.496	0	431
346	ENSG00000173366	RP11-330H6.5	HPA004731	2.24E-01	3.23E-01	0.84	0	54
347	ENSG00000104059	FAM189A1	HPA010637	2.75E-01	3.41E-01	0.752	0	127
348	ENSG00000124181	PLCG1	CAB004277	1.75E-01	3.02E-01	0.849	0	17
349	ENSG00000169612	FAM103A1	HPA041948	3.07E-01	3.48E-01	0.611	0	197
350	ENSG00000090520	DNAJB11	HPA010814	4.65E-01	4.48E-01	0.645	0	521
351	ENSG00000129351	ILF3	HPA001897	2.50E-01	3.20E-01	0.625	0	81
352	ENSG00000164951	PDP1	HPA021152	4.92E-01	4.66E-01	0.492	0	550
353	ENSG00000095970	TREM2	HPA012571	4.41E-01	4.23E-01	0.532	0	485
354	ENSG00000124198	ARFGEF2	HPA026078	4.10E-01	3.98E-01	0.53	0	445
355	ENSG00000198001	IRAK4	CAB016685	4.16E-01	4.02E-01	0.515	0	455
356	ENSG00000182013	PNMAL1	HPA012956	4.52E-01	4.29E-01	0.414	0	503
357	ENSG00000070961	ATP2B1	CAB005605	3.89E-01	3.83E-01	0.655	0	399
358	ENSG00000121957	GPSM2	CAB018962	4.84E-01	4.55E-01	0.451	0	543
359	ENSG00000133028	SCO1	HPA021579	4.93E-01	4.61E-01	0.546	0	552
360	ENSG00000150459	SAP18	CAB012273	3.04E-01	3.35E-01	0.737	0	188
361	ENSG00000108465	CDK5RAP3	HPA027883	1.51E-01	2.83E-01	0.932	0	7
362	ENSG00000137513	NARS2	HPA026793	3.78E-01	3.73E-01	0.648	0	373
363	ENSG00000116641	DOCK7	HPA008607	4.19E-01	3.96E-01	0.574	0	459
364	ENSG00000248098	BCKDHA	HPA036640	3.22E-01	3.38E-01	0.579	0	242
365	ENSG00000174516	PELI3	CAB033750	4.24E-01	3.98E-01	0.397	0	470
366	ENSG00000074047	-	CAB008558	2.84E-01	3.20E-01	0.745	0	143
367	ENSG00000143390	RFX5	HPA018519	1.47E-01	2.76E-01	0.777	0	6
368	ENSG00000168397	ATG4B	CAB037195	3.64E-01	3.55E-01	0.432	0	338
369	ENSG00000176155	CCDC57	HPA023326	2.88E-01	3.18E-01	0.597	0	148
370	ENSG00000123124	WWP1	HPA023180	2.34E-01	2.95E-01	0.573	0	63
371	ENSG00000029364	SLC39A9	HPA007921	2.85E-01	3.14E-01	0.533	0	146
372	ENSG00000106268	NUDT1	HPA012636	3.54E-01	3.46E-01	0.501	0	320
373	ENSG00000135999	EPC2	HPA036759	4.24E-01	3.87E-01	0.444	0	467
374	ENSG00000049239	H6PD	HPA004824	3.61E-01	3.47E-01	0.623	0	333
375	ENSG00000173692	PSMD1	CAB021092	4.66E-01	4.14E-01	0.534	0	522
376	ENSG00000120693	-	CAB009119	4.07E-01	3.69E-01	0.617	0	442
377	ENSG00000174527	MYO1H	HPA039516	4.44E-01	3.85E-01	0.426	0	492
378	ENSG00000204580	-	CAB010162	3.74E-01	3.38E-01	0.68	0	361
379	ENSG00000144224	UBXN4	HPA036325	3.98E-01	3.51E-01	0.627	0	425
380	ENSG00000168274	HIST1H2AE	CAB012242	3.19E-01	3.09E-01	0.523	0	236
381	ENSG00000171540	OTP	HPA039365	3.94E-01	3.46E-01	0.598	0	413
382	ENSG00000160223	ICOSLG	CAB026037	3.29E-01	3.09E-01	0.618	0	253
383	ENSG00000163501	IHH	CAB009211	3.31E-01	3.09E-01	0.665	0	259
384	ENSG00000113593	PPWD1	HPA019360	4.31E-01	3.66E-01	0.521	0	476
385	ENSG00000136819	C9orf78	HPA021232	6.25E-01	5.53E-01	0.383	0	600
386	ENSG00000047617	ANO2	HPA036276	3.18E-01	3.01E-01	0.604	0	234
387	ENSG00000113522	RAD50	CAB024979	2.61E-01	2.76E-01	0.543	0	104
388	ENSG00000172717	FAM71D	HPA004739	3.11E-01	2.92E-01	0.505	0	203
389	ENSG00000184428	TOP1MT	HPA001915	2.63E-01	2.72E-01	0.563	0	106
390	ENSG00000164078	MST1R	HPA008180	6.36E-01	5.53E-01	0.5	0	604
391	ENSG00000196914	ARHGEF12	CAB025581	6.34E-01	5.49E-01	0.414	0	602
392	ENSG00000197448	GSTK1	HPA022904	4.53E-01	3.66E-01	0.457	0	504
393	ENSG00000172354	-	CAB010032	2.83E-01	2.74E-01	0.569	0	142
394	ENSG00000167840	ZNF232	HPA027309	3.08E-01	2.83E-01	0.593	0	198
395	ENSG00000177576	C18orf32	HPA040921	2.97E-01	2.70E-01	0.516	0	176
396	ENSG00000164185	ZNF474	HPA036595	3.60E-01	2.96E-01	0.57	0	328
397	ENSG00000117308	GALE	HPA007340	4.42E-01	3.42E-01	0.464	0	488
398	ENSG00000112096	SOD2	HPA001814	3.33E-01	2.71E-01	0.702	0	269
399	ENSG00000144857	BOC	CAB025806	3.27E-01	2.67E-01	0.575	0	247
400	ENSG00000072133	RPS6KA6	HPA002852	3.35E-01	2.70E-01	0.521	0	277
401	ENSG00000115053	NCL	HPA023981	4.14E-01	3.10E-01	0.581	0	449
402	ENSG00000076043	REXO2	HPA038450	3.65E-01	2.80E-01	0.526	0	340
403	ENSG00000117298	ECE1	HPA001490	4.58E-01	3.35E-01	0.654	0	510
404	ENSG00000150893	FREM2	HPA028831	4.57E-01	3.31E-01	0.543	0	508
405	ENSG00000122218	COPA	HPA028024	4.07E-01	2.97E-01	0.51	0	440
406	ENSG00000153094	BCL2L11	CAB026332	2.92E-01	2.36E-01	0.574	0	162
407	ENSG00000242689	CNTF	HPA019654	1.56E-01	1.98E-01	0.637	0	10
408	ENSG00000086848	ALG9	HPA038575	2.65E-01	2.24E-01	0.563	0	112
409	ENSG00000140374	ETFA	HPA018990	3.68E-01	2.67E-01	0.509	0	347
410	ENSG00000169564	PCBP1	CAB037113	2.51E-01	2.19E-01	0.698	0	82
411	ENSG00000072310	SREBF1	CAB005406	3.15E-01	2.37E-01	0.5	0	222
412	ENSG00000205358	MT1H	CAB032277	6.35E-01	4.72E-01	0.385	0	603
413	ENSG00000138756	BMP2K	HPA026436	3.98E-01	2.74E-01	0.438	0	424
414	ENSG00000154723	ATP5J	HPA031069	3.59E-01	2.49E-01	0.552	0	326
415	ENSG00000187323	DCC	CAB002311	5.70E-01	3.93E-01	0.619	0	589
416	ENSG00000168036	CTNNB1	HPA029159	5.00E-01	3.33E-01	0.581	0	559
417	ENSG00000135638	EMX1	HPA006421	3.11E-01	2.26E-01	0.494	0	204
418	ENSG00000169019	COMMD8	HPA035887	3.91E-01	2.62E-01	0.598	0	406
419	ENSG00000213626	LBH	HPA034669	4.48E-01	2.92E-01	0.473	0	499
420	ENSG00000012779	ALOX5	CAB005066	2.23E-01	1.90E-01	0.618	0	53
421	ENSG00000171793	CTPS	CAB017111	4.94E-01	3.17E-01	0.38	0	553
422	ENSG00000183691	NOG	CAB011490	2.93E-01	2.08E-01	0.577	0	163
423	ENSG00000161513	FDXR	CAB008597	3.21E-01	2.19E-01	0.482	0	240
424	ENSG00000147571	CRH	CAB010885	2.82E-01	2.04E-01	0.471	0	140
425	ENSG00000105379	ETFB	HPA018910	6.13E-01	4.17E-01	0.478	0	595
426	ENSG00000137814	HAUS2	HPA039965	2.36E-01	1.87E-01	0.635	0	64
427	ENSG00000132142	ACACA	CAB013715	3.20E-01	2.12E-01	0.676	0	238
428	ENSG00000134207	SYT6	CAB008675	3.44E-01	2.17E-01	0.569	0	298
429	ENSG00000162267	ITIH3	HPA017373	3.50E-01	2.18E-01	0.625	0	311
430	ENSG00000119912	IDE	CAB012303	4.42E-01	2.63E-01	0.76	0	487
431	ENSG00000176601	YSK4	HPA011388	6.50E-01	4.35E-01	0.42	0	605
432	ENSG00000041802	LSG1	HPA037704	3.03E-01	1.93E-01	0.615	0	187
433	ENSG00000163482	STK36	HPA027453	4.49E-01	2.64E-01	0.45	0	500
434	ENSG00000165338	HECTD2	HPA037767	2.91E-01	1.87E-01	0.558	0	156
435	ENSG00000119138	KLF9	HPA029308	3.37E-01	2.02E-01	0.551	0	284
436	ENSG00000163530	DPPA2	HPA036134	2.82E-01	1.80E-01	0.643	0	141
437	ENSG00000187608	ISG15	HPA004627	3.93E-01	2.26E-01	0.586	0	410
438	ENSG00000138160	KIF11	CAB017617	5.24E-01	3.07E-01	0.611	0	571
439	ENSG00000172071	EIF2AK3	CAB009204	5.47E-01	3.19E-01	0.552	0	578
440	ENSG00000142556	ZNF614	HPA021197	5.56E-01	3.24E-01	0.516	0	584
441	ENSG00000143374	TARS2	HPA028626	3.17E-01	1.81E-01	0.582	0	227
442	ENSG00000147854	UHRF2	HPA026697	3.30E-01	1.85E-01	0.715	0	258
443	ENSG00000147403	RPL10	HPA011311	3.38E-01	1.84E-01	0.585	0	286
444	ENSG00000166598	HSP90B1	HPA003901	4.60E-01	2.45E-01	0.499	0	514
445	ENSG00000140932	CMTM2	HPA014741	2.91E-01	1.65E-01	0.813	0	160
446	ENSG00000165119	HNRNPK	CAB004435	2.48E-01	1.50E-01	0.62	0	76
447	ENSG00000104164	PLDN	HPA039928	2.15E-01	1.37E-01	0.646	0	43
448	ENSG00000150093	ITGB1	CAB003434	4.81E-01	2.50E-01	0.513	0	539
449	ENSG00000135679	MDM2	CAB000086	2.22E-01	1.36E-01	0.657	0	48
450	ENSG00000241878	PISD	HPA031090	3.35E-01	1.73E-01	0.602	0	276
451	ENSG00000034677	RNF19A	CAB011455	3.74E-01	1.89E-01	0.615	0	363
452	ENSG00000125629	INSIG2	CAB033861	3.21E-01	1.63E-01	0.817	0	239
453	ENSG00000171097	CCBL1	HPA021176	2.97E-01	1.52E-01	0.712	0	174
454	ENSG00000114988	LMAN2L	HPA026600	3.09E-01	1.55E-01	0.559	0	200
455	ENSG00000145020	AMT	HPA005566	2.57E-01	1.35E-01	0.533	0	97
456	ENSG00000184428	TOP1MT	HPA021542	5.33E-01	2.71E-01	0.495	0	575
457	ENSG00000104852	SNRNP70	CAB001718	2.23E-01	1.21E-01	0.625	0	52
458	ENSG00000151065	DCP1B	HPA039709	3.04E-01	1.44E-01	0.617	0	189
459	ENSG00000185386	MAPK11	CAB012961	3.24E-01	1.48E-01	0.681	0	244
460	ENSG00000146232	NFKBIE	CAB010272	4.14E-01	1.75E-01	0.519	0	452
461	ENSG00000178026	C22orf36	HPA002540	2.93E-01	1.23E-01	0.573	0	164
462	ENSG00000151092	NGLY1	HPA036825	3.83E-01	1.47E-01	0.536	0	380
463	ENSG00000174844	DNAH12	HPA037493	3.85E-01	1.41E-01	0.543	0	387
464	ENSG00000113719	ERGIC1	HPA018900	3.14E-01	1.08E-01	0.626	0	215
465	ENSG00000198431	TXNRD1	CAB015834	2.64E-01	9.10E-02	0.613	0	109
466	ENSG00000105428	ZNRF4	HPA012844	4.20E-01	1.51E-01	0.527	0	460
467	ENSG00000147475	ERLIN2	CAB014894	2.99E-01	9.94E-02	0.582	0	179
468	ENSG00000130826	-	HPA000447	2.52E-01	8.35E-02	0.611	0	89
469	ENSG00000126267	COX6B1	HPA004192	3.28E-01	1.08E-01	0.525	0	250
470	ENSG00000005175	RPAP3	HPA038311	3.35E-01	1.05E-01	0.49	0	279
471	ENSG00000105976	MET	CAB018577	3.52E-01	1.07E-01	0.445	0	315
472	ENSG00000198366	HIST1H3A	CAB037178	3.34E-01	9.92E-02	0.563	0	274
473	ENSG00000181163	NPM1	HPA011384	3.06E-01	8.62E-02	0.713	0	194
474	ENSG00000132680	KIAA0907	HPA008796	1.85E-01	5.18E-02	0.698	0	22
475	ENSG00000126453	BCL2L12	HPA020856	4.41E-01	1.40E-01	0.484	0	486
476	ENSG00000166598	HSP90B1	HPA008424	3.84E-01	1.13E-01	0.476	0	384
477	ENSG00000156313	RPGR	HPA001593	2.54E-01	6.69E-02	0.553	0	92
478	ENSG00000184221	-	CAB025474	1.84E-01	4.93E-02	0.713	0	21
479	ENSG00000088002	SULT2B1	CAB033013	2.80E-01	7.19E-02	0.639	0	134
480	ENSG00000164031	DNAJB14	HPA036016	3.17E-01	8.29E-02	0.525	0	230
481	ENSG00000158008	EXTL1	HPA037749	4.95E-01	1.58E-01	0.516	0	555
482	ENSG00000178607	ERN1	CAB009495	5.87E-01	2.19E-01	0.537	0	591
483	ENSG00000143106	PSMA5	HPA028398	6.27E-01	2.47E-01	0.389	0	601
484	ENSG00000128311	TST	CAB009546	2.16E-01	4.32E-02	0.651	0	44
485	ENSG00000054118	THRAP3	HPA012041	2.04E-01	3.88E-02	0.837	0	35
486	ENSG00000126858	RHOT1	HPA010687	2.26E-01	4.30E-02	0.471	0	56
487	ENSG00000151500	THYN1	HPA038732	5.58E-01	1.90E-01	0.578	0	585
488	ENSG00000170703	TTLL6	HPA023653	4.43E-01	1.19E-01	0.563	0	490
489	ENSG00000106128	GHRHR	CAB005620	3.34E-01	6.75E-02	0.673	0	273
490	ENSG00000151694	ADAM17	CAB025906	4.22E-01	1.03E-01	0.544	0	464
491	ENSG00000124145	SDC4	HPA005716	3.00E-01	4.54E-02	0.659	0	184
492	ENSG00000060339	CCAR1	HPA007856	1.94E-01	1.77E-02	0.874	0	28
493	ENSG00000131626	PPFIA1	CAB017032	3.17E-01	4.59E-02	0.631	0	228
494	ENSG00000204406	MBD5	HPA035965	5.12E-01	1.33E-01	0.359	0	563
495	ENSG00000141258	SGSM2	HPA021641	3.16E-01	4.33E-02	0.543	0	225
496	ENSG00000091428	RAPGEF4	CAB004388	4.01E-01	7.51E-02	0.735	0	432
497	ENSG00000155975	VPS37A	HPA024781	1.83E-01	6.03E-03	0.679	0	20
498	ENSG00000144674	GOLGA4	HPA035102	2.81E-01	2.90E-02	0.524	0	137
499	ENSG00000127022	CANX	HPA009696	4.15E-01	7.45E-02	0.522	0	453
500	ENSG00000160789	LMNA	CAB004022	1.69E-01	7.29E-11	0.583	0	13
501	ENSG00000182240	BACE2	CAB008975	2.01E-01	4.37E-03	0.843	0	34
502	ENSG00000150540	HNMT	HPA035481	3.58E-01	4.85E-02	0.644	0	325
503	ENSG00000135837	CEP350	HPA028355	1.92E-01	9.81E-04	0.637	0	26
504	ENSG00000177156	TALDO1	HPA040373	1.87E-01	2.11E-05	0.779	0	23
505	ENSG00000163923	RPL39L	CAB004658	3.42E-01	4.09E-02	0.569	0	294
506	ENSG00000099899	TRMT2A	HPA001077	2.45E-01	1.12E-02	0.646	1	72
507	ENSG00000147403	RPL10	CAB010339	3.12E-01	3.02E-02	0.557	0	210
508	ENSG00000121104	FAM117A	HPA022531	2.29E-01	4.21E-03	0.546	0	60
509	ENSG00000107745	MICU1	HPA037480	2.11E-01	7.29E-11	0.752	0	38
510	ENSG00000204683	C10orf113	HPA037013	3.89E-01	5.44E-02	0.496	0	400
511	ENSG00000106554	CHCHD3	HPA042935	2.23E-01	7.29E-11	0.627	0	50
512	ENSG00000038002	AGA	HPA031415	2.81E-01	1.36E-02	0.639	0	139
513	ENSG00000181195	PENK	HPA013138	2.34E-01	7.29E-11	0.716	0	62
514	ENSG00000189060	H1F0	HPA000843	4.11E-01	5.86E-02	0.67	0	446
515	ENSG00000170291	C17orf81	HPA023279	3.79E-01	4.51E-02	0.597	0	375
516	ENSG00000221926	TRIM16	HPA023623	5.25E-01	1.17E-01	0.483	0	572
517	ENSG00000140632	GLYR1	CAB017022	3.11E-01	1.98E-02	0.649	0	205
518	ENSG00000160688	FLAD1	HPA028486	2.94E-01	1.32E-02	0.555	0	167
519	ENSG00000160233	LRRC3	HPA017975	2.49E-01	6.31E-07	0.699	0	78
520	ENSG00000137767	SQRDL	HPA017079	2.50E-01	1.99E-05	0.539	0	80
521	ENSG00000115306	SPTBN1	HPA013149	2.51E-01	7.29E-11	0.737	0	84
522	ENSG00000197563	PIGN	HPA039922	2.53E-01	7.29E-11	0.603	0	90
523	ENSG00000118705	RPN2	HPA008297	2.56E-01	2.86E-05	0.562	0	95
524	ENSG00000059122	FLYWCH1	HPA040753	2.57E-01	7.29E-11	0.571	0	96
525	ENSG00000164830	OXR1	HPA027380	2.98E-01	1.14E-02	0.539	0	178
526	ENSG00000140451	PIF1	CAB018701	2.58E-01	5.45E-07	0.709	0	98
527	ENSG00000104221	BRF2	HPA023378	2.58E-01	7.17E-07	0.564	0	101
528	ENSG00000066455	GOLGA5	HPA000992	3.35E-01	2.18E-02	0.546	0	278
529	ENSG00000070785	EIF2B3	HPA024219	3.29E-01	1.96E-02	0.537	0	255
530	ENSG00000044574	HSPA5	CAB005221	2.65E-01	5.45E-07	0.618	0	111
531	ENSG00000137948	BRDT	HPA015283	2.69E-01	5.61E-04	0.73	0	116
532	ENSG00000107821	KAZALD1	HPA011800	2.67E-01	2.27E-05	0.578	0	114
533	ENSG00000172867	KRT2	HPA006299	2.69E-01	7.17E-07	0.492	0	117
534	ENSG00000131462	TUBG1	CAB004608	2.69E-01	6.31E-07	0.585	0	118
535	ENSG00000157103	SLC6A1	HPA013341	2.71E-01	6.02E-07	0.623	0	120
536	ENSG00000100442	FKBP3	CAB012232	2.74E-01	7.29E-11	0.556	0	124
537	ENSG00000077585	GPR137B	HPA026422	2.75E-01	2.62E-04	0.625	0	125
538	ENSG00000104067	TJP1	HPA001637	3.15E-01	1.17E-02	0.46	0	221
539	ENSG00000154310	TNIK	HPA012297	4.05E-01	4.49E-02	0.519	0	438
540	ENSG00000182319	AC068353.1	HPA012066	3.48E-01	2.22E-02	0.485	0	303
541	ENSG00000092051	JPH4	CAB013492	2.94E-01	4.21E-04	0.562	1	168
542	ENSG00000107897	ACBD5	HPA012145	4.21E-01	4.41E-02	0.466	0	462
543	ENSG00000157601	MX1	HPA030917	4.20E-01	4.21E-02	0.55	0	461
544	ENSG00000146701	MDH2	HPA019716	3.18E-01	3.03E-03	0.545	0	232
545	ENSG00000086598	TMED2	HPA014060	3.09E-01	7.29E-11	0.671	0	199
546	ENSG00000047578	KIAA0556	HPA035089	3.12E-01	4.77E-04	0.503	0	209
547	ENSG00000135387	CAPRIN1	HPA018126	3.13E-01	7.29E-11	0.53	0	212
548	ENSG00000077514	POLD3	HPA039627	3.14E-01	2.81E-04	0.589	0	216
549	ENSG00000167257	RNF214	HPA039332	3.14E-01	1.19E-08	0.727	0	217
550	ENSG00000124193	SRSF6	CAB034889	3.16E-01	4.59E-07	0.579	0	223
551	ENSG00000101152	DNAJC5	HPA013154	3.18E-01	3.09E-04	0.503	0	233
552	ENSG00000185798	WDR53	HPA019332	3.52E-01	1.17E-02	0.536	0	314
553	ENSG00000170348	TMED10	CAB037251	3.26E-01	6.73E-04	0.5	0	245
554	ENSG00000114331	ACAP2	HPA034808	5.50E-01	1.03E-01	0.363	0	581
555	ENSG00000143797	MBOAT2	HPA014836	3.29E-01	3.09E-04	0.632	0	251
556	ENSG00000144848	ATG3	CAB037260	3.88E-01	2.18E-02	0.482	0	396
557	ENSG00000072952	MRVI1	HPA008704	3.84E-01	1.97E-02	0.565	0	386
558	ENSG00000136158	SPRY2	CAB037205	3.31E-01	8.89E-09	0.587	0	261
559	ENSG00000183831	ANKRD45	HPA031655	3.33E-01	7.29E-11	0.57	0	267
560	ENSG00000125844	RRBP1	HPA009026	3.39E-01	1.20E-03	0.582	0	289
561	ENSG00000106392	C1GALT1	HPA012819	3.41E-01	6.17E-04	0.502	0	291
562	ENSG00000135903	PAX3	CAB013466	3.39E-01	3.36E-05	0.731	0	287
563	ENSG00000167711	SERPINF2	HPA001885	3.64E-01	8.76E-03	0.53	0	337
564	ENSG00000204290	BTNL2	HPA039844	3.44E-01	6.59E-07	0.617	0	297
565	ENSG00000134248	HBXIP	HPA006812	3.47E-01	6.17E-04	0.494	0	301
566	ENSG00000198732	SMOC1	HPA004153	3.46E-01	6.31E-07	0.596	0	300
567	ENSG00000118181	RPS25	HPA031801	3.48E-01	7.17E-07	0.585	0	304
568	ENSG00000122884	P4HA1	HPA007599	3.50E-01	2.88E-05	0.612	0	310
569	ENSG00000101977	MCF2	CAB010423	3.53E-01	7.01E-04	0.572	0	316
570	ENSG00000145050	MANF	HPA011175	3.51E-01	7.29E-11	0.546	0	313
571	ENSG00000183978	CCDC56	HPA031966	3.58E-01	4.01E-07	0.531	0	323
572	ENSG00000121671	CRY2	HPA037577	3.99E-01	1.53E-02	0.532	0	426
573	ENSG00000168924	LETM1	HPA011029	3.69E-01	7.01E-04	0.544	0	349
574	ENSG00000092871	RFFL	CAB008096	3.68E-01	4.63E-04	0.482	0	348
575	ENSG00000088727	KIF9	HPA022031	3.74E-01	3.65E-04	0.49	0	364
576	ENSG00000131899	LLGL1	HPA023569	4.05E-01	1.17E-02	0.436	0	437
577	ENSG00000196497	IPO4	HPA039043	3.78E-01	2.46E-04	0.467	0	372
578	ENSG00000130635	COL5A1	CAB002743	3.83E-01	2.24E-05	0.518	0	381
579	ENSG00000164054	SHISA5	HPA042295	3.97E-01	8.55E-09	0.472	0	421
580	ENSG00000184708	EIF4ENIF1	HPA002078	3.98E-01	6.02E-07	0.498	0	422
581	ENSG00000136560	TANK	CAB010345	3.98E-01	6.31E-07	0.587	0	423
582	ENSG00000103126	AXIN1	CAB012987	4.03E-01	7.29E-11	0.487	0	433
583	ENSG00000112081	SRSF3	CAB012986	4.28E-01	7.41E-03	0.655	0	472
584	ENSG00000008018	PSMB1	CAB033911	4.27E-01	7.29E-11	0.579	0	471
585	ENSG00000102904	TSNAXIP1	HPA040962	4.38E-01	3.48E-03	0.59	0	483
586	ENSG00000157214	STEAP2	HPA029115	4.70E-01	1.78E-02	0.587	0	526
587	ENSG00000173548	SNX33	HPA040988	4.33E-01	4.90E-07	0.486	0	477
588	ENSG00000099783	HNRNPM	CAB016113	4.48E-01	6.01E-03	0.424	0	497
589	ENSG00000141744	PNMT	CAB017029	5.20E-01	3.88E-02	0.546	0	567
590	ENSG00000140265	ZSCAN29	HPA007241	4.41E-01	4.87E-07	0.485	0	484
591	ENSG00000166004	KIAA1731	HPA038596	4.63E-01	8.69E-03	0.476	0	517
592	ENSG00000146701	MDH2	HPA019714	4.58E-01	5.24E-03	0.38	0	512
593	ENSG00000129636	ITFG1	HPA015590	4.48E-01	7.29E-11	0.508	0	498
594	ENSG00000163012	ZSWIM2	HPA036418	4.57E-01	7.29E-11	0.479	0	509
595	ENSG00000175334	BANF1	CAB032896	4.65E-01	7.01E-04	0.588	0	518
596	ENSG00000110090	CPT1A	HPA008835	4.65E-01	5.61E-04	0.495	0	520
597	ENSG00000121406	ZNF549	HPA039511	4.65E-01	3.11E-05	0.597	0	519
598	ENSG00000158769	F11R	CAB004671	4.69E-01	4.35E-05	0.541	0	525
599	ENSG00000198393	ZNF26	HPA018329	4.89E-01	7.34E-03	0.495	0	547
600	ENSG00000103018	CYB5B	HPA007893	4.84E-01	7.29E-11	0.536	0	542
601	ENSG00000138346	DNA2	HPA037487	5.01E-01	7.01E-04	0.518	0	560
602	ENSG00000124356	STAMBP	HPA035800	5.02E-01	7.29E-11	0.448	0	561
603	ENSG00000147649	MTDH	HPA010932	5.31E-01	5.16E-07	0.545	0	573
604	ENSG00000005893	LAMP2	CAB005272	5.53E-01	1.00E-06	0.58	0	582
605	ENSG00000155959	VBP1	HPA023230	6.18E-01	3.70E-02	0.49	0	598
606	ENSG00000168237	GLYCTK	HPA006913	5.65E-01	1.00E-06	0.565	0	588
607	ENSG00000215021	PHB2	CAB026335	6.60E-01	3.66E-02	0.409	0	608
608	ENSG00000180891	CUEDC1	HPA023050	7.41E-01	6.80E-02	0.349	0	609
609	ENSG00000172817	CYP7B1	HPA017761	6.56E-01	6.59E-07	0.56	0	607
