Loc/Exp Rank	Ensembl	Gene Name	HPA Ab	Loc pvalue	Int pvalue.	Accuracy	Validation Marker	Loc rank
309	ENSG00000003402	CFLAR	CAB022157	3.92E-01	6.90E-01	0.569	0	405
310	ENSG00000164118	CEP44	HPA041515	4.20E-01	7.27E-01	0.631	0	480
311	ENSG00000130635	COL5A1	CAB002743	5.01E-01	9.94E-01	0.561	0	629
312	ENSG00000102174	PHEX	HPA029582	3.84E-01	6.77E-01	0.486	0	379
313	ENSG00000065308	TRAM2	HPA035092	4.07E-01	7.04E-01	0.604	0	452
314	ENSG00000083799	CYLD	CAB011713	3.48E-01	6.35E-01	0.697	0	276
315	ENSG00000143321	HDGF	CAB026035	4.41E-01	7.54E-01	0.529	0	525
316	ENSG00000168298	HIST1H1E	CAB011506	4.69E-01	8.11E-01	0.521	0	574
317	ENSG00000166913	YWHAB	HPA011212	3.30E-01	6.16E-01	0.507	0	223
318	ENSG00000144935	TRPC1	CAB009387	5.09E-01	9.97E-01	0.36	0	638
319	ENSG00000133808	MICALCL	HPA040438	4.60E-01	7.84E-01	0.584	0	559
320	ENSG00000125246	CLYBL	HPA040691	3.34E-01	6.17E-01	0.46	0	235
321	ENSG00000142208	AKT1	HPA002891	2.01E-01	5.32E-01	0.654	0	20
322	ENSG00000187094	CCK	CAB002308	3.26E-01	6.09E-01	0.455	0	217
323	ENSG00000196914	ARHGEF12	CAB025581	3.93E-01	6.75E-01	0.422	0	410
324	ENSG00000176533	GNG7	CAB018382	4.91E-01	8.57E-01	0.479	0	617
325	ENSG00000153904	DDAH1	HPA006308	5.07E-01	9.35E-01	0.51	0	634
326	ENSG00000063438	AHRR	HPA019614	3.62E-01	6.39E-01	0.633	0	318
327	ENSG00000124193	SRSF6	HPA029005	4.20E-01	7.06E-01	0.599	0	481
328	ENSG00000117335	CD46	CAB010401	3.85E-01	6.61E-01	0.707	0	382
329	ENSG00000185825	BCAP31	CAB015350	4.96E-01	8.69E-01	0.522	0	625
330	ENSG00000150593	PDCD4	HPA001032	5.13E-01	9.97E-01	0.544	0	644
331	ENSG00000143507	DUSP10	HPA016758	4.79E-01	8.15E-01	0.475	0	593
332	ENSG00000175334	BANF1	CAB032896	3.37E-01	6.12E-01	0.676	0	243
333	ENSG00000022976	ZNF839	HPA020434	4.24E-01	7.08E-01	0.516	0	493
334	ENSG00000172586	CHCHD1	HPA039046	3.37E-01	6.11E-01	0.548	0	242
335	ENSG00000137154	RPS6	CAB004027	2.31E-01	5.40E-01	0.908	0	36
336	ENSG00000120837	NFYB	CAB004211	3.66E-01	6.36E-01	0.591	0	328
337	ENSG00000106006	HOXA6	HPA004203	3.48E-01	6.19E-01	0.444	0	274
338	ENSG00000185681	MORN5	HPA020930	3.90E-01	6.61E-01	0.523	0	397
339	ENSG00000179776	CDH5	HPA030562	3.76E-01	6.46E-01	0.519	0	359
340	ENSG00000036054	TBC1D23	HPA038151	5.07E-01	9.02E-01	0.468	0	636
341	ENSG00000136807	CDK9	CAB004216	4.18E-01	6.94E-01	0.382	0	473
342	ENSG00000167566	NCKAP5L	HPA041034	5.03E-01	8.72E-01	0.75	0	632
343	ENSG00000163644	PPM1K	HPA020066	2.80E-01	5.63E-01	0.728	0	107
344	ENSG00000180815	MAP3K15	HPA004006	4.01E-01	6.70E-01	0.542	0	428
345	ENSG00000148835	TAF5	HPA006474	4.24E-01	6.98E-01	0.494	0	494
346	ENSG00000184349	EFNA5	CAB013282	4.92E-01	8.24E-01	0.636	0	623
347	ENSG00000185591	SP1	HPA001853	3.67E-01	6.28E-01	0.492	0	333
348	ENSG00000170348	TMED10	CAB037251	2.93E-01	5.67E-01	0.556	0	137
349	ENSG00000137806	NDUFAF1	HPA039933	2.59E-01	5.46E-01	0.56	0	74
350	ENSG00000167711	SERPINF2	CAB024863	5.00E-01	8.47E-01	0.556	0	628
351	ENSG00000156976	EIF4A2	CAB011690	5.10E-01	8.83E-01	0.403	0	641
352	ENSG00000151247	EIF4E	CAB004077	4.40E-01	7.16E-01	0.574	0	519
353	ENSG00000177697	CD151	CAB002428	4.34E-01	7.07E-01	0.56	0	516
354	ENSG00000179761	PIPOX	HPA015567	3.61E-01	6.19E-01	0.613	0	314
355	ENSG00000204231	RXRB	CAB002003	3.81E-01	6.38E-01	0.583	0	367
356	ENSG00000133687	TMTC1	HPA016720	2.69E-01	5.48E-01	0.707	0	89
357	ENSG00000066117	SMARCD1	HPA004101	3.52E-01	6.09E-01	0.498	0	290
358	ENSG00000135090	TAOK3	HPA017160	3.91E-01	6.44E-01	0.508	0	402
359	ENSG00000014216	CAPN1	HPA005992	4.42E-01	7.09E-01	0.473	0	526
360	ENSG00000007952	NOX1	HPA035300	2.87E-01	5.54E-01	0.864	0	125
361	ENSG00000104228	TRIM35	HPA019647	5.14E-01	8.69E-01	0.512	0	645
362	ENSG00000167772	ANGPTL4	HPA007879	4.55E-01	7.24E-01	0.57	0	549
363	ENSG00000145147	SLIT2	CAB007590	5.28E-01	9.35E-01	0.439	0	660
364	ENSG00000165323	FAT3	HPA026878	3.84E-01	6.31E-01	0.631	0	377
365	ENSG00000170381	SEMA3E	HPA029419	4.63E-01	7.36E-01	0.458	0	565
366	ENSG00000105404	RABAC1	CAB019320	5.35E-01	9.88E-01	0.478	0	666
367	ENSG00000056097	ZFR	HPA016666	4.79E-01	7.61E-01	0.43	0	595
368	ENSG00000011523	CEP68	HPA040620	3.62E-01	6.05E-01	0.645	0	321
369	ENSG00000187889	C1orf168	HPA030089	2.98E-01	5.54E-01	0.756	0	153
370	ENSG00000075711	DLG1	CAB016307	3.44E-01	5.88E-01	0.538	0	262
371	ENSG00000151715	TMEM45B	HPA015878	2.08E-01	5.03E-01	0.728	0	23
372	ENSG00000151353	TMEM18	HPA040233	3.59E-01	5.96E-01	0.492	0	307
373	ENSG00000119283	TRIM67	HPA034776	3.62E-01	5.97E-01	0.65	0	317
374	ENSG00000183207	RUVBL2	CAB012432	4.65E-01	7.22E-01	0.5	0	567
375	ENSG00000172717	FAM71D	HPA004739	3.52E-01	5.86E-01	0.549	0	291
376	ENSG00000172725	CORO1B	CAB017616	5.37E-01	9.14E-01	0.482	0	667
377	ENSG00000172115	CYCS	CAB004222	5.38E-01	9.18E-01	0.398	0	669
378	ENSG00000091164	TXNL1	CAB016446	3.39E-01	5.74E-01	0.49	0	248
379	ENSG00000130811	EIF3G	HPA041997	1.89E-01	4.88E-01	0.767	0	12
380	ENSG00000006042	TMEM98	HPA040473	3.56E-01	5.86E-01	0.608	0	300
381	ENSG00000128285	MCHR1	HPA004149	2.34E-01	5.06E-01	0.696	0	41
382	ENSG00000141873	SLC39A3	HPA042139	4.21E-01	6.50E-01	0.632	0	487
383	ENSG00000078269	SYNJ2	HPA031575	4.49E-01	6.86E-01	0.57	0	538
384	ENSG00000076554	TPD52	HPA028427	4.40E-01	6.72E-01	0.63	0	521
385	ENSG00000144935	TRPC1	HPA021130	5.48E-01	9.72E-01	0.426	0	676
386	ENSG00000059769	DNAJC25	HPA019122	3.76E-01	5.97E-01	0.55	0	357
387	ENSG00000185909	KLHDC8B	HPA008463	2.42E-01	5.03E-01	0.624	0	47
388	ENSG00000119636	C14orf45	HPA003136	3.28E-01	5.55E-01	0.505	0	220
389	ENSG00000003402	CFLAR	CAB025216	4.20E-01	6.40E-01	0.616	0	483
390	ENSG00000188687	SLC4A5	HPA036621	4.71E-01	7.07E-01	0.437	0	577
391	ENSG00000140511	HAPLN3	HPA039237	2.50E-01	5.04E-01	0.707	0	59
392	ENSG00000117625	RCOR3	HPA007413	5.57E-01	9.92E-01	0.445	0	679
393	ENSG00000057252	SOAT1	CAB009533	3.73E-01	5.85E-01	0.65	0	345
394	ENSG00000104388	RAB2A	CAB018781	3.50E-01	5.66E-01	0.499	0	287
395	ENSG00000100084	HIRA	CAB039243	5.60E-01	9.84E-01	0.465	0	682
396	ENSG00000099956	SMARCB1	HPA019127	3.89E-01	5.93E-01	0.581	0	395
397	ENSG00000119318	RAD23B	HPA029718	5.17E-01	7.74E-01	0.605	0	650
398	ENSG00000079246	XRCC5	CAB004468	2.47E-01	4.91E-01	0.585	0	52
399	ENSG00000143621	ILF2	HPA007484	5.57E-01	8.94E-01	0.534	0	680
400	ENSG00000197445	C16orf47	HPA042718	4.72E-01	6.86E-01	0.493	0	581
401	ENSG00000124795	DEK	CAB015226	4.73E-01	6.88E-01	0.434	0	582
402	ENSG00000078808	SDF4	CAB015227	3.74E-01	5.72E-01	0.725	0	350
403	ENSG00000132589	FLOT2	CAB004395	5.50E-01	8.56E-01	0.477	0	677
404	ENSG00000105127	AKAP8	HPA004776	3.81E-01	5.78E-01	0.639	0	369
405	ENSG00000232560	C21orf37	HPA017390	5.58E-01	8.90E-01	0.6	0	681
406	ENSG00000154265	ABCA5	HPA022032	4.90E-01	7.11E-01	0.533	0	615
407	ENSG00000137814	HAUS2	HPA039965	3.46E-01	5.48E-01	0.489	0	268
408	ENSG00000137558	PI15	HPA030057	5.01E-01	7.27E-01	0.377	0	630
409	ENSG00000055957	ITIH1	HPA041639	3.35E-01	5.37E-01	0.667	0	239
410	ENSG00000087301	TXNDC16	HPA002543	3.12E-01	5.20E-01	0.683	0	183
411	ENSG00000182108	DEXI	HPA041511	5.55E-01	8.56E-01	0.615	0	678
412	ENSG00000102030	NAA10	CAB006269	5.01E-01	7.20E-01	0.578	0	631
413	ENSG00000122778	KIAA1549	HPA019560	2.72E-01	4.94E-01	0.578	0	95
414	ENSG00000166598	HSP90B1	HPA003901	4.83E-01	6.85E-01	0.546	0	605
415	ENSG00000178381	ZFAND2A	HPA019469	4.64E-01	6.55E-01	0.505	0	566
416	ENSG00000020633	RUNX3	CAB025416	5.69E-01	8.89E-01	0.445	0	687
417	ENSG00000075785	RAB7A	HPA006964	5.76E-01	9.22E-01	0.555	0	692
418	ENSG00000134548	C12orf39	HPA012890	4.99E-01	7.03E-01	0.486	0	627
419	ENSG00000198712	MT-CO2	CAB016243	3.93E-01	5.71E-01	0.579	0	409
420	ENSG00000189143	CLDN4	CAB002610	4.52E-01	6.34E-01	0.631	0	545
421	ENSG00000081087	OSTM1	HPA010851	3.41E-01	5.28E-01	0.627	0	253
422	ENSG00000113719	ERGIC1	HPA018900	4.83E-01	6.69E-01	0.603	0	604
423	ENSG00000004975	DVL2	HPA022914	3.92E-01	5.66E-01	0.733	0	407
424	ENSG00000136152	COG3	HPA040353	3.44E-01	5.27E-01	0.468	0	264
425	ENSG00000114115	RBP1	CAB019276	4.04E-01	5.76E-01	0.509	0	442
426	ENSG00000196652	ZKSCAN5	HPA003201	3.05E-01	4.99E-01	0.533	0	170
427	ENSG00000169826	CSGALNACT2	HPA031540	4.13E-01	5.81E-01	0.454	0	464
428	ENSG00000163703	CRELD1	HPA026964	3.83E-01	5.53E-01	0.634	0	370
429	ENSG00000126858	RHOT1	HPA010687	3.35E-01	5.14E-01	0.494	0	236
430	ENSG00000121621	-	HPA039312	2.45E-01	4.63E-01	0.675	0	49
431	ENSG00000128654	MTX2	HPA031551	4.19E-01	5.83E-01	0.592	0	478
432	ENSG00000181163	NPM1	HPA011384	1.73E-01	4.35E-01	0.532	0	9
433	ENSG00000049246	PER3	HPA019530	4.50E-01	6.14E-01	0.557	0	539
434	ENSG00000122884	P4HA1	HPA007599	4.26E-01	5.87E-01	0.431	0	496
435	ENSG00000181873	IBA57	HPA030557	2.98E-01	4.87E-01	0.617	0	151
436	ENSG00000121022	COPS5	HPA004845	5.19E-01	7.08E-01	0.395	0	652
437	ENSG00000074047	-	CAB008558	5.86E-01	8.91E-01	0.493	0	694
438	ENSG00000004838	ZMYND10	HPA035255	3.03E-01	4.87E-01	0.566	0	167
439	ENSG00000109625	CPZ	HPA029083	3.67E-01	5.30E-01	0.717	0	332
440	ENSG00000130520	LSM4	HPA040932	4.07E-01	5.62E-01	0.621	0	451
441	ENSG00000138385	SSB	HPA017287	5.99E-01	9.84E-01	0.496	0	698
442	ENSG00000104824	HNRNPL	CAB016326	5.12E-01	6.86E-01	0.494	0	643
443	ENSG00000244187	TMEM141	HPA014615	4.80E-01	6.39E-01	0.533	0	597
444	ENSG00000118705	RPN2	CAB019277	3.53E-01	5.14E-01	0.643	0	294
445	ENSG00000144674	GOLGA4	HPA035102	3.14E-01	4.85E-01	0.592	0	190
446	ENSG00000167004	PDIA3	HPA002645	5.09E-01	6.78E-01	0.503	0	640
447	ENSG00000135094	SDS	HPA039230	2.69E-01	4.60E-01	0.693	0	88
448	ENSG00000141576	RNF157	HPA021991	2.57E-01	4.54E-01	0.779	0	71
449	ENSG00000136717	BIN1	CAB001945	4.72E-01	6.21E-01	0.471	0	579
450	ENSG00000130764	LRRC47	HPA012018	6.06E-01	9.97E-01	0.438	0	702
451	ENSG00000129355	CDKN2D	CAB011201	5.94E-01	8.81E-01	0.396	0	696
452	ENSG00000088888	MAVS	CAB009187	3.42E-01	4.99E-01	0.433	0	256
453	ENSG00000139684	ESD	HPA039700	2.14E-01	4.29E-01	0.75	0	25
454	ENSG00000124164	VAPB	HPA013144	5.20E-01	6.79E-01	0.585	0	653
455	ENSG00000127415	IDUA	CAB025901	5.40E-01	7.12E-01	0.454	0	670
456	ENSG00000187764	SEMA4D	HPA015662	5.71E-01	7.77E-01	0.385	0	688
457	ENSG00000047230	CTPS2	HPA017437	5.99E-01	8.64E-01	0.468	0	699
458	ENSG00000138073	PREB	HPA014133	6.15E-01	9.67E-01	0.338	0	705
459	ENSG00000125257	ABCC4	CAB002751	3.44E-01	4.84E-01	0.494	0	261
460	ENSG00000054148	PHPT1	CAB013584	5.65E-01	7.38E-01	0.435	0	685
461	ENSG00000143149	ALDH9A1	HPA010873	5.11E-01	6.43E-01	0.416	0	642
462	ENSG00000128298	BAIAP2L2	HPA003043	5.04E-01	6.33E-01	0.529	0	633
463	ENSG00000159423	ALDH4A1	CAB004645	5.29E-01	6.61E-01	0.375	0	662
464	ENSG00000163064	EN1	CAB014884	3.68E-01	4.90E-01	0.577	0	335
465	ENSG00000167754	KLK5	HPA014343	2.45E-01	4.19E-01	0.717	0	50
466	ENSG00000144741	SLC25A26	HPA026887	3.42E-01	4.69E-01	0.68	0	257
467	ENSG00000156735	BAG4	CAB013716	6.18E-01	8.69E-01	0.518	0	707
468	ENSG00000100393	EP300	HPA003128	2.93E-01	4.38E-01	0.641	0	138
469	ENSG00000083642	PDS5B	HPA040015	5.61E-01	7.04E-01	0.467	0	683
470	ENSG00000010278	CD9	CAB002490	6.11E-01	8.12E-01	0.413	0	704
471	ENSG00000116455	WDR77	HPA027271	3.13E-01	4.42E-01	0.584	0	187
472	ENSG00000177409	SAMD9L	HPA019465	5.32E-01	6.44E-01	0.55	0	664
473	ENSG00000172346	CSDC2	HPA003073	3.91E-01	4.89E-01	0.665	0	401
474	ENSG00000196597	ZNF782	HPA011013	4.28E-01	5.17E-01	0.557	0	502
475	ENSG00000103479	RBL2	HPA019703	6.16E-01	8.06E-01	0.476	0	706
476	ENSG00000154719	MRPL39	HPA018331	4.61E-01	5.48E-01	0.505	0	561
477	ENSG00000173230	GOLGB1	HPA011555	3.64E-01	4.63E-01	0.574	0	323
478	ENSG00000174996	KLC2	HPA040416	3.72E-01	4.64E-01	0.701	0	343
479	ENSG00000111057	KRT18	HPA001605	5.74E-01	6.75E-01	0.631	0	691
480	ENSG00000153094	BCL2L11	CAB026332	5.46E-01	6.31E-01	0.467	0	675
481	ENSG00000157542	KCNJ6	CAB012452	4.81E-01	5.48E-01	0.66	0	598
482	ENSG00000101639	CEP192	HPA039392	4.07E-01	4.79E-01	0.679	0	450
483	ENSG00000170927	PKHD1	HPA031229	3.53E-01	4.38E-01	0.728	0	293
484	ENSG00000089902	RCOR1	CAB001956	3.93E-01	4.65E-01	0.6	0	411
485	ENSG00000197353	LYPD2	HPA028599	3.55E-01	4.37E-01	0.581	0	298
486	ENSG00000104331	IMPAD1	HPA009411	5.23E-01	5.88E-01	0.531	0	655
487	ENSG00000108561	C1QBP	HPA026483	3.60E-01	4.37E-01	0.666	0	310
488	ENSG00000134759	ELP2	CAB020835	5.25E-01	5.81E-01	0.517	0	657
489	ENSG00000135040	NAA35	HPA021547	4.10E-01	4.67E-01	0.543	0	459
490	ENSG00000121671	CRY2	HPA037577	4.79E-01	5.26E-01	0.548	0	592
491	ENSG00000126773	C14orf135	HPA003390	4.48E-01	4.95E-01	0.527	0	533
492	ENSG00000134569	LRP4	HPA011934	5.24E-01	5.72E-01	0.568	0	656
493	ENSG00000090975	PITPNM2	HPA003414	3.45E-01	4.17E-01	0.583	0	265
494	ENSG00000090905	TNRC6A	HPA015305	6.24E-01	7.33E-01	0.341	0	711
495	ENSG00000158286	RNF207	HPA028378	3.83E-01	4.37E-01	0.679	0	372
496	ENSG00000135638	EMX1	HPA006421	6.35E-01	7.52E-01	0.506	0	712
497	ENSG00000174442	ZWILCH	HPA039386	6.65E-01	8.52E-01	0.398	0	714
498	ENSG00000206052	DOK6	CAB033084	3.86E-01	4.37E-01	0.566	0	385
499	ENSG00000112339	HBS1L	HPA029729	2.93E-01	3.83E-01	0.601	0	140
500	ENSG00000196419	XRCC6	CAB004254	3.22E-01	3.93E-01	0.632	0	207
501	ENSG00000179912	R3HDM2	HPA038327	4.99E-01	5.24E-01	0.549	0	626
502	ENSG00000080618	CPB2	HPA004146	2.77E-01	3.69E-01	0.738	0	102
503	ENSG00000120693	-	CAB009119	4.93E-01	5.17E-01	0.499	0	624
504	ENSG00000134248	HBXIP	HPA006812	3.03E-01	3.80E-01	0.625	0	165
505	ENSG00000121957	GPSM2	CAB018962	5.43E-01	5.70E-01	0.454	0	671
506	ENSG00000205339	IPO7	HPA019002	3.77E-01	4.19E-01	0.462	0	361
507	ENSG00000166747	AP1G1	CAB009049	4.88E-01	5.07E-01	0.572	0	612
508	ENSG00000120253	NUP43	HPA027291	3.66E-01	4.10E-01	0.587	0	327
509	ENSG00000102359	SRPX2	HPA038786	4.87E-01	5.03E-01	0.549	0	611
510	ENSG00000204764	RANBP17	HPA029569	3.13E-01	3.76E-01	0.564	0	189
511	ENSG00000129990	SYT5	HPA010688	5.17E-01	5.27E-01	0.44	0	648
512	ENSG00000183431	SF3A3	HPA032054	4.22E-01	4.39E-01	0.65	0	489
513	ENSG00000176102	CSTF3	HPA040168	6.98E-01	9.06E-01	0.346	0	715
514	ENSG00000119820	YIPF4	HPA017884	2.92E-01	3.53E-01	0.753	0	135
515	ENSG00000167769	ACER1	HPA042506	4.52E-01	4.51E-01	0.405	0	542
516	ENSG00000115902	SLC1A4	CAB002757	4.39E-01	4.37E-01	0.496	0	518
517	ENSG00000165731	RET	CAB018342	3.62E-01	3.85E-01	0.69	0	319
518	ENSG00000123143	PKN1	HPA003982	2.74E-01	3.40E-01	0.628	0	96
519	ENSG00000104442	ARMC1	HPA026085	4.81E-01	4.70E-01	0.399	0	600
520	ENSG00000169562	GJB1	CAB012994	2.40E-01	3.25E-01	0.66	0	44
521	ENSG00000134308	YWHAQ	HPA007925	5.66E-01	5.57E-01	0.385	0	686
522	ENSG00000141569	TRIM65	HPA021575	4.89E-01	4.72E-01	0.542	0	614
523	ENSG00000103245	NARFL	HPA040851	6.01E-01	6.03E-01	0.457	0	701
524	ENSG00000078747	ITCH	HPA021126	3.59E-01	3.75E-01	0.594	0	306
525	ENSG00000106268	NUDT1	HPA012636	4.13E-01	4.08E-01	0.502	0	462
526	ENSG00000174903	RAB1B	CAB010225	2.83E-01	3.36E-01	0.741	0	114
527	ENSG00000170959	DCDC5	HPA039014	3.48E-01	3.68E-01	0.682	0	277
528	ENSG00000149548	CCDC15	HPA041738	4.09E-01	4.04E-01	0.471	0	456
529	ENSG00000129757	CDKN1C	HPA002924	4.91E-01	4.68E-01	0.468	0	620
530	ENSG00000145439	CBR4	HPA037499	2.97E-01	3.38E-01	0.774	0	148
531	ENSG00000118513	MYB	CAB017704	6.19E-01	6.20E-01	0.38	0	708
532	ENSG00000178057	NDUFAF3	HPA035377	3.94E-01	3.89E-01	0.717	0	413
533	ENSG00000147475	ERLIN2	CAB014894	3.59E-01	3.67E-01	0.603	0	305
534	ENSG00000213281	NRAS	CAB010157	6.10E-01	6.02E-01	0.472	0	703
535	ENSG00000169410	PTPN9	HPA041922	3.33E-01	3.49E-01	0.633	0	232
536	ENSG00000183831	ANKRD45	HPA031655	4.28E-01	4.04E-01	0.534	0	503
537	ENSG00000106603	C7orf44	HPA011944	2.63E-01	3.14E-01	0.644	0	81
538	ENSG00000213240	NOTCH2NL	CAB004669	4.84E-01	4.47E-01	0.539	0	607
539	ENSG00000011677	GABRA3	HPA000839	1.53E-01	2.79E-01	0.717	0	5
540	ENSG00000115425	PECR	HPA021593	3.12E-01	3.32E-01	0.727	1	185
541	ENSG00000103018	CYB5B	HPA007893	4.42E-01	4.08E-01	0.421	0	527
542	ENSG00000196666	FAM180B	HPA029408	4.79E-01	4.35E-01	0.593	0	594
543	ENSG00000215021	PHB2	CAB026335	5.09E-01	4.61E-01	0.402	0	637
544	ENSG00000039068	-	HPA004812	6.48E-01	6.38E-01	0.502	0	713
545	ENSG00000152291	TGOLN2	HPA012609	1.04E-01	2.65E-01	0.758	0	1
546	ENSG00000012061	-	CAB004390	2.58E-01	3.01E-01	0.726	0	72
547	ENSG00000091483	FH	HPA027341	4.23E-01	3.82E-01	0.477	0	490
548	ENSG00000109814	UGDH	CAB034444	5.07E-01	4.48E-01	0.546	0	635
549	ENSG00000151623	NR3C2	CAB009155	6.99E-01	7.23E-01	0.355	0	716
550	ENSG00000113643	RARS	HPA003979	5.62E-01	5.01E-01	0.515	0	684
551	ENSG00000076248	UNG	CAB011605	4.86E-01	4.19E-01	0.418	0	608
552	ENSG00000118849	RARRES1	HPA003892	4.84E-01	4.16E-01	0.521	0	606
553	ENSG00000188343	FAM92A1	HPA034760	7.00E-01	6.94E-01	0.455	0	717
554	ENSG00000101624	CEP76	HPA039395	2.34E-01	2.71E-01	0.609	0	42
555	ENSG00000104611	SH2D4A	HPA001871	4.87E-01	4.04E-01	0.576	0	610
556	ENSG00000204438	GPANK1	HPA006301	3.42E-01	3.06E-01	0.712	0	258
557	ENSG00000124181	PLCG1	CAB004277	2.59E-01	2.71E-01	0.707	0	73
558	ENSG00000120686	UFM1	HPA039758	3.12E-01	2.92E-01	0.763	0	186
559	ENSG00000094755	GABRP	CAB014883	4.81E-01	3.92E-01	0.523	0	599
560	ENSG00000113593	PPWD1	HPA019360	4.62E-01	3.76E-01	0.474	0	563
561	ENSG00000006715	VPS41	HPA020299	2.70E-01	2.72E-01	0.494	0	91
562	ENSG00000140263	SORD	HPA040260	2.97E-01	2.83E-01	0.633	0	146
563	ENSG00000011485	PPP5C	CAB022641	5.45E-01	4.46E-01	0.424	0	674
564	ENSG00000143013	LMO4	CAB022345	3.96E-01	3.31E-01	0.619	0	416
565	ENSG00000166598	HSP90B1	HPA008424	5.16E-01	4.17E-01	0.382	0	647
566	ENSG00000047932	GOPC	HPA019477	4.05E-01	3.34E-01	0.524	0	445
567	ENSG00000177697	CD151	HPA011906	2.88E-01	2.72E-01	0.64	0	127
568	ENSG00000119711	ALDH6A1	HPA029072	6.00E-01	4.93E-01	0.382	0	700
569	ENSG00000121957	GPSM2	HPA007327	3.21E-01	2.83E-01	0.602	0	206
570	ENSG00000183579	ZNRF3	HPA036703	7.86E-01	9.66E-01	0.448	0	718
571	ENSG00000014257	ACPP	HPA004335	5.87E-01	4.72E-01	0.494	0	695
572	ENSG00000039068	-	CAB028364	5.27E-01	4.12E-01	0.533	0	659
573	ENSG00000131143	COX4I1	CAB004080	2.90E-01	2.60E-01	0.711	0	130
574	ENSG00000173120	KDM2A	CAB012272	3.73E-01	2.97E-01	0.415	0	346
575	ENSG00000196233	LCOR	HPA031428	3.06E-01	2.62E-01	0.644	0	172
576	ENSG00000128656	CHN1	HPA036111	2.87E-01	2.52E-01	0.754	0	123
577	ENSG00000111218	PRMT8	HPA039747	3.61E-01	2.85E-01	0.654	0	315
578	ENSG00000071553	ATP6AP1	CAB015218	4.30E-01	3.20E-01	0.458	0	508
579	ENSG00000141198	TOM1L1	HPA022916	4.66E-01	3.43E-01	0.484	0	569
580	ENSG00000167104	BPIFB6	HPA043057	4.56E-01	3.36E-01	0.454	0	553
581	ENSG00000140481	CCDC33	HPA038628	3.46E-01	2.71E-01	0.81	0	266
582	ENSG00000188419	CHM	CAB016171	3.46E-01	2.71E-01	0.562	0	269
583	ENSG00000111361	EIF2B1	CAB034258	2.70E-01	2.36E-01	0.748	0	92
584	ENSG00000100442	FKBP3	CAB012232	3.69E-01	2.77E-01	0.636	0	338
585	ENSG00000116288	PARK7	HPA004190	3.53E-01	2.63E-01	0.655	0	295
586	ENSG00000148835	TAF5	HPA006195	4.80E-01	3.38E-01	0.596	0	596
587	ENSG00000018699	TTC27	HPA031246	4.19E-01	2.95E-01	0.682	0	476
588	ENSG00000171729	TMEM51	HPA014547	3.10E-01	2.39E-01	0.729	0	178
589	ENSG00000145700	ANKRD31	HPA038028	2.32E-01	2.12E-01	0.746	0	38
590	ENSG00000100612	DHRS7	HPA031121	2.51E-01	2.14E-01	0.681	0	62
591	ENSG00000157064	NMNAT2	HPA015240	1.81E-01	1.93E-01	0.744	0	11
592	ENSG00000160862	AZGP1	HPA012582	3.07E-01	2.28E-01	0.634	0	175
593	ENSG00000089127	OAS1	CAB021104	4.56E-01	2.99E-01	0.51	0	551
594	ENSG00000184113	CLDN5	CAB002607	1.90E-01	1.85E-01	0.787	0	15
595	ENSG00000198015	MRPL42	HPA039398	4.02E-01	2.64E-01	0.551	0	434
596	ENSG00000185386	MAPK11	CAB012961	3.50E-01	2.37E-01	0.659	0	283
597	ENSG00000143801	PSEN2	CAB013634	3.88E-01	2.56E-01	0.639	0	391
598	ENSG00000111540	RAB5B	CAB010224	5.09E-01	3.33E-01	0.492	0	639
599	ENSG00000089220	PEBP1	CAB013493	4.59E-01	2.78E-01	0.538	0	556
600	ENSG00000154645	CHODL	HPA017282	3.92E-01	2.39E-01	0.667	0	408
601	ENSG00000137727	ARHGAP20	HPA038458	2.32E-01	1.75E-01	0.862	0	39
602	ENSG00000214357	NEURL1B	HPA037612	2.90E-01	1.89E-01	0.659	0	131
603	ENSG00000244486	SCARF2	HPA035079	2.82E-01	1.84E-01	0.52	0	112
604	ENSG00000085224	ATRX	HPA001906	2.31E-01	1.58E-01	0.826	0	37
605	ENSG00000151304	SRFBP1	HPA042737	2.05E-01	1.43E-01	0.824	0	21
606	ENSG00000171855	IFNB1	CAB009386	5.18E-01	2.84E-01	0.504	0	651
607	ENSG00000124193	SRSF6	CAB034889	4.27E-01	2.24E-01	0.465	0	499
608	ENSG00000120948	TARDBP	CAB003703	3.22E-01	1.73E-01	0.571	0	210
609	ENSG00000156050	FAM161B	HPA019125	5.95E-01	3.38E-01	0.624	0	697
610	ENSG00000142453	CARM1	CAB032961	3.95E-01	2.01E-01	0.667	0	415
611	ENSG00000164051	CCDC51	HPA011408	2.84E-01	1.50E-01	0.634	0	119
612	ENSG00000174780	SRP72	HPA034621	3.31E-01	1.67E-01	0.618	0	225
613	ENSG00000166986	MARS	CAB017097	3.88E-01	1.92E-01	0.538	0	392
614	ENSG00000084090	STARD7	CAB033965	5.73E-01	3.09E-01	0.545	0	690
615	ENSG00000175216	CKAP5	HPA039377	2.49E-01	1.35E-01	0.772	0	57
616	ENSG00000084234	APLP2	HPA039319	5.73E-01	2.93E-01	0.543	0	689
617	ENSG00000137948	BRDT	HPA015283	5.27E-01	2.57E-01	0.396	0	658
618	ENSG00000110367	DDX6	CAB004668	4.27E-01	1.93E-01	0.526	0	501
619	ENSG00000185896	LAMP1	CAB004260	4.23E-01	1.84E-01	0.534	0	491
